"wikidataId","fullName","frName","birthDate","birthPlace","deathDate","deathPlace","height","positions"
"Q507506","Fabio Staibano","Fabio Staibano",1983-04-20,"Eboli",NA,NA,183,"Prop"
"Q508105","Andrew Trimble","Andrew Trimble",1984-10-20,"Coleraine",NA,NA,188,"Winger; Centre"
"Q508342","André Venter","André Venter",1970-11-14,"Vereeniging",NA,NA,195,"Flanker; 2nd Row"
"Q509518","Teddy Sadaoui","Teddy Sadaoui",1983-04-18,"Carcassonne",NA,NA,190,NA
"Q510441","Steve Bainbridge","Steve Bainbridge",1956-10-07,NA,NA,NA,200,"2nd Row"
"Q512161","Juan Severino Somoza","Juan Severino",1981-09-16,NA,NA,NA,185,"Flanker; Number 8; 2nd Row"
"Q512413","J. J. Williams","J. J. Williams",1948-04-01,"Nantyffyllon",2020-10-29,NA,175,"Winger"
"Q513201","Ken Jones","Ken Jones",1921-12-30,"Blaenavon",2006-04-18,"Newport; Wales",NA,"Winger"
"Q515485","Ricky Januarie","Enrico Januarie",1982-02-01,"Hopefield",NA,NA,168,"Scrum-Half"
"Q517519","Norm Maxwell","Norm Maxwell",1976-03-05,"Rawene",NA,NA,198,"2nd Row"
"Q517812","Craig Green","Craig Green",1961-03-23,"Christchurch",NA,NA,178,"Winger; Centre"
"Q517871","Frederick Maurice Watson Harvey","Fred Harvey",1888-09-01,NA,1980-08-24,NA,NA,"Fly-Half"
"Q518014","Laurent Bénézech","Laurent Bénézech",1966-12-19,"Pamiers",NA,NA,183,"Prop"
"Q518349","Gary Botha","Gary Botha",1981-10-12,"Pretoria",NA,NA,181,"Hooker"
"Q519164","Wenceslas Lauret","Wenceslas Lauret",1989-03-28,"Tarbes",NA,NA,188,"Flanker"
"Q519358","Alex Cuthbert","Alex Cuthbert",1990-04-05,"Gloucester",NA,NA,198,"Winger"
"Q519589","Mike Phillips","Michael Phillips",1982-08-29,"Carmarthen",NA,NA,191,"Scrum-Half"
"Q519903","Gavin Hume","Gavin Hume",1980-03-25,"Riversdale; South Africa",NA,NA,187,"Centre; Fly-Half; Fullback"
"Q521927","Brad Thorn","Brad Thorn",1975-02-03,"Mosgiel",NA,NA,195,"2nd Row"
"Q522429","Ned Haig","Ned Haig",1858-12-07,NA,1939-03-29,NA,NA,"Scrum-Half"
"Q525873","Shane Williams","Shane Williams",1977-02-26,"Swansea",NA,NA,170,"Winger"
"Q526295","Andy Irvine","Andy Irvine",1951-09-16,"Edinburgh",NA,NA,177,"Fullback"
"Q527084","Andy Powell","Andy Powell",1981-08-23,"Brecon",NA,NA,193,"Number 8"
"Q528784","Wynand Olivier","Wynand Olivier",1983-06-11,"Welkom",NA,NA,186,"Centre"
"Q532570","Wyatt Crockett","Wyatt Crockett",1983-01-24,"Christchurch",NA,NA,193,"Prop"
"Q533038","William Renwick","William Renwick",1914-11-29,"Edinburgh",1944-06-15,"Bolsena",NA,"Winger"
"Q534779","Tony Spreadbury","Tony Spreadbury",1962-03-28,NA,NA,NA,NA,NA
"Q537512","Michel Yachvili","Michel Yachvili",1946-09-25,"Tulle",NA,NA,178,"Hooker; Flanker"
"Q537574","Oscar Collodo","Oscar Collodo",1958-08-16,NA,NA,NA,NA,"Fly-Half"
"Q537903","Levan Datunashvili","Levan Datunashvili",1983-01-18,"Tbilisi",NA,NA,196,"2nd Row"
"Q537933","Joe Warbrick","Joe Warbrick",1862-01-01,"Rotorua",1903-08-30,"Waimungu",NA,"Three-Quarter"
"Q538355","Nelson Dalzell","Nelson Dalzell",1921-04-26,"Rotherham; New Zealand",1989-04-30,"Christchurch",188,"2nd Row"
"Q539740","Joe Ward","Joe Ward",1980-06-03,"Dannevirke",NA,NA,183,"Hooker"
"Q540060","Ken Kennedy","Ken Kennedy",1941-05-10,"Rochester; Kent",2022-07-14,NA,182,"Hooker"
"Q540685","Stu Wilson","Stu Wilson",1954-07-22,"Gore; New Zealand",NA,NA,183,"Winger"
"Q540932","Brian Carney","Brian Carney",1976-07-23,"Cork (city)",NA,NA,180,"Winger"
"Q541164","Bryan Williams","Bryan Williams",1950-10-03,"Auckland",NA,NA,179,"Winger"
"Q542332","Paul Williams","Paul Williams",1983-04-22,"Auckland",NA,NA,188,"Centre; Fullback; Winger"
"Q542818","Nic Berry","Nic Berry",1984-03-13,"Brisbane",NA,NA,173,"Scrum-Half"
"Q542948","Federico Nicolás Sánchez","Nicolás Sánchez",1988-10-26,"San Miguel de Tucumán",NA,NA,178,"Fly-Half"
"Q543135","Patrice Lagisquet","Patrice Lagisquet",1962-09-04,"Arcachon",NA,NA,183,"Winger"
"Q543795","Simon Best","Simon Best",1978-02-11,"Craigavon",NA,NA,185,"Prop"
"Q544142","Eoin Reddan","Eoin Reddan",1980-11-20,"Limerick",NA,NA,176,"Scrum-Half"
"Q544444","Brett Papworth","Brett Papworth",1963-11-05,"Sydney",NA,NA,NA,"Centre"
"Q544594","Tony Daly","Tony Daly",1966-03-07,NA,NA,NA,178,"Prop"
"Q546277","André Pretorius","Andre Pretorius",1978-12-29,"Johannesburg",NA,NA,176,"Fly-Half"
"Q547478","Mike Campbell-Lamerton","Mike Campbell-Lamerton",1933-08-01,"Valletta",2005-03-17,"Warwickshire",NA,"2nd Row"
"Q549490","Anthony Foley","Anthony Foley",1973-10-30,"Limerick",2016-10-16,"Suresnes",191,"Number 8"
"Q553979","Grzegorz Kacała","Gregory Kacala",1966-03-15,"Gdańsk",NA,NA,194,"Flanker"
"Q568655","Joseph Roffo",NA,1879-01-21,"10th arrondissement of Paris",1933-02-05,"16th arrondissement of Paris",NA,NA
"Q569150","David Aucagne","David Aucagne",1973-02-14,"Vichy",NA,NA,178,"Fly-Half"
"Q573987","Dave Gallaher","David Gallaher",1873-10-30,"Ramelton",1917-10-04,"Passendale",183,"Winger"
"Q577587","Martyn Jordan","Martyn Jordan",1865-03-07,"Clifton; Bristol",1902-07-14,"Newport; Wales",NA,"Three-Quarter"
"Q577765","Zachary Pangelinan",NA,NA,NA,NA,NA,NA,NA
"Q577781","Bruno Bordenave","Bruno Bordenave",1982-06-26,NA,NA,NA,192,"Flanker"
"Q577868","Jone Daunivucu","Jone Daunivucu",1977-06-01,"Lautoka",NA,NA,180,"Winger; Scrum-Half"
"Q578247","Denis Fogarty","Denis Fogarty",1983-07-16,"Limerick",NA,NA,183,"Hooker"
"Q578310","Olivier Brouzet","Olivier Brouzet",1972-11-22,"Béziers",NA,NA,204,"2nd Row"
"Q579257","Nicolas Mas","Nicolas Mas",1980-05-23,"Perpignan",NA,NA,180,"Tighthead Prop"
"Q579573","Louis Picamoles","Louis Picamoles",1986-02-05,"Paris",NA,NA,192,"Number 8"
"Q579946","Len Killeen","Len Killeen",1938-11-19,"Gqeberha",2011-10-31,"Gqeberha",180,"Winger"
"Q581829","Joe Maddock","Joe Maddock",1978-12-20,"Christchurch",NA,NA,173,"Winger; Fullback"
"Q582609","Fernando Morel","Fernando Morel",1958-07-01,"Buenos Aires",NA,NA,NA,"Prop"
"Q582826","Nando Parrado","Fernando Parrado",1949-12-09,NA,NA,NA,NA,NA
"Q582926","Ephraim Taukafa","Ephraim Taukafa",1976-06-26,"Auckland",NA,NA,180,"Hooker"
"Q584317","Mervyn Davies","Mervyn Davies",1946-12-09,"Swansea",2012-03-15,"Swansea",194,"Number 8"
"Q585747","Jack Williams","Jack Williams",1882-11-18,"Wales",1911-08-28,"Sokoto (city)",NA,"2nd Row"
"Q586437","Jason Robinson","Jason Robinson",1974-07-30,"Leeds",NA,NA,172,"Winger; Fullback"
"Q588193","Felipe Contepomi","Felipe Contepomi",1977-08-20,"Buenos Aires",NA,NA,180,"Fly-Half; Centre"
"Q588403","Grant Batty","Grant Batty",1951-08-31,"Greytown; New Zealand",NA,NA,165,"Winger; Centre"
"Q590826","Rory Lamont","Rory Lamont",1982-10-10,"Perth; Scotland",NA,NA,188,"Winger; Fullback"
"Q590943","John Welborn","John Welborn",1970-09-08,NA,NA,NA,NA,"2nd Row"
"Q591370","Serge Betsen","Serge Betsen",1974-03-25,"Kumba",NA,NA,182,"Flanker"
"Q591492","Shaun Perry","Shawn Perry",1978-05-04,"Wolverhampton",NA,NA,180,"Scrum-Half"
"Q592277","Anton Oliver","Anton Oliver",1975-09-09,"Invercargill",NA,NA,184,"Hooker"
"Q593538","Alexandru Manta","Alexandru Manta",1977-06-07,"Bucharest",NA,NA,190,"Number 8; Flanker"
"Q593893","Matteo Mazzantini","Matteo Mazzantini",1976-10-24,"Livorno",NA,NA,178,"Scrum-Half"
"Q594222","Marc Dal Maso","Marc Dal Maso",1967-02-14,"Escalans",NA,NA,180,"Hooker"
"Q594828","Peter Grigg","Peter Grigg",1958-07-20,"Millaa Millaa",NA,NA,NA,"Winger"
"Q595313","Andrew Blowers","Andrew Blowers",1975-03-27,"Auckland",NA,NA,193,"Flanker; Number 8"
"Q596064","Fulgence Ouedraogo","Fulgence Ouedraogo",1986-07-21,"Ouagadougou",NA,NA,187,"Flanker"
"Q597161","Butch James","Butch James",1979-01-08,"Johannesburg",NA,NA,186,"Fly-Half; Centre"
"Q598270","Robert Ebersohn","Robert Ebersohn",1989-02-23,"Bloemfontein",NA,NA,180,"Centre"
"Q598568","Robbie Brink","Robbie Brink",1971-07-21,NA,NA,NA,196,"Flanker"
"Q599061","Yoann Maestri","Yoann Maestri",1988-01-14,"Hyères",NA,NA,202,"2nd Row"
"Q599563","Jim Calder","Jim Calder",1957-08-20,NA,NA,NA,NA,"Flanker"
"Q600196","Sean Fitzpatrick","Sean Fitzpatrick",1963-06-04,"Auckland",NA,NA,183,"Hooker"
"Q601678","Ben Youngs","Ben Youngs",1989-09-05,"Cawston; Norfolk",NA,NA,178,"Scrum-Half"
"Q602404","Teddy Morgan","Teddy Morgan",1880-05-22,"Aberdare",1949-09-01,"North Walsham",NA,"Winger"
"Q605301","Ben Cairns","Ben Cairns",1985-09-29,"Leeds",NA,NA,183,"Centre"
"Q605864","Gabriel Fulcher","Gabriel Fulcher",1969-11-27,"Aldershot",NA,NA,195,"2nd Row"
"Q606698","Stephen Fry","Stephen Fry",1924-07-14,NA,2002-06-29,NA,NA,"Flanker"
"Q607384","Mirco Bergamasco","Mirco Bergamasco",1983-02-23,"Padua",NA,NA,181,"Centre; Winger"
"Q607457","Louis Moolman","Louis Moolman",1951-01-21,NA,2006-02-10,NA,NA,"2nd Row"
"Q609199","Hugo Horn","Hugo Horn",1977-05-09,"Mariental; Namibia",NA,NA,182,"Hooker"
"Q609538","Chris Masoe","Chris Masoe",1979-05-15,"Savaiʻi",NA,NA,183,"Flanker; Number 8"
"Q610400","Theuns Kotzé","Theuns Kotzé",1987-07-16,"Karasburg",NA,NA,181,"Fly-Half"
"Q611049","Austin Healey","Austin Healey",1973-10-26,"Wallasey",NA,NA,178,"Scrum-Half; Winger; Fly-Half; Fullback"
"Q612984","Ian Hunter","Ian Hunter",1969-02-15,"Harrow; London",NA,NA,188,"Winger; Fullback"
"Q614602","Roberto Canessa","Roberto Canessa",1953-01-17,NA,NA,NA,NA,NA
"Q614928","Cliff Morgan","Cliff Morgan",1930-04-07,"Trebanog",2013-08-29,"Bembridge",170,"Fly-Half"
"Q616217","Santiago González Bonorino","Santiago González Bonorino",1975-05-05,"Buenos Aires",NA,NA,190,"Prop"
"Q616384","Haralambie Dumitraș","Hari Dumitras",1960-02-11,"Siret",NA,NA,192,"Number 8"
"Q617154","Giambattista Croci","Giambattista Croci",1965-07-28,"San Benedetto del Tronto",NA,NA,200,"2nd Row"
"Q628564","Jean Bayard","Jean Bayard",1897-10-23,"Toulouse",1995-03-11,"Toulouse",172,"Hooker"
"Q630058","Derick Hougaard","Derick Hougaard",1983-01-04,"Citrusdal",NA,NA,175,"Fly-Half"
"Q630724","Michel Crauste","Michel Crauste",1934-07-06,"Saint-Laurent-de-Gosse",2019-05-02,"Pau; Pyrénées-Atlantiques",181,"Flanker; Number 8"
"Q631000","Glen Ella","Glen Ella",1959-06-05,"La Perouse; New South Wales",NA,NA,NA,"Fullback"
"Q635409","Benn Robinson","Benn Robinson",1984-07-19,"Sydney",NA,NA,183,"Prop"
"Q635697","Constantin Henriquez","Constantin Henriquez",1876-01-01,"Port-de-Paix",1942-02-01,"Port-au-Prince",NA,NA
"Q635864","Dan Cole","Dan Cole",1987-05-09,"Leicester",NA,NA,191,"Prop"
"Q636885","Tim Gavin","Tim Gavin",1963-11-20,"Cumnock",NA,NA,198,"Number 8"
"Q638010","Mike Pletch","Mike Pletch",1983-04-12,NA,NA,NA,NA,"Prop"
"Q639770","Josh Valentine","Joshua Valentine",1983-02-22,"Newcastle; New South Wales",NA,NA,177,"Scrum-Half"
"Q639951","Octavio Bartolucci","Octavio Bartolucci",1975-03-08,"Rosario",NA,NA,196,"Winger"
"Q641995","Mike Barbieri","Mike Barbieri",1978-07-07,"Toronto",NA,NA,185,"Prop"
"Q641999","Will Genia","Will Genia",1988-01-17,"Port Moresby",NA,NA,174,"Scrum-Half"
"Q642380","Colin Meads","Colin Meads",1936-06-03,"Cambridge; New Zealand",2017-08-20,"Te Kūiti",192,"2nd Row"
"Q642630","Harry Payne","Harry Payne",1907-12-10,"Llangyfelach",2000-12-22,"Morriston",NA,"Prop"
"Q644811","Robert Seddon","Bob Seddon",1860-07-01,"Salford",1888-08-15,"Maitland; New South Wales",NA,"Forward"
"Q645540","Nicolás Fernández Miranda","Nicolás Fernández Miranda",1972-11-25,"Buenos Aires",NA,NA,177,"Scrum-Half"
"Q646015","James Grindal","James Grindal",1980-08-18,"Nuneaton",NA,NA,175,"Scrum-Half"
"Q646952","Gillian Galan","Gillian Galan",1991-08-07,"Montauban",NA,NA,193,"Number 8; 2nd Row"
"Q649080","Akvsenti Giorgadze","Akvsenti Giorgadze",1976-06-04,"Kutaisi",NA,NA,177,"Hooker"
"Q649976","Laurent Emmanuelli","Laurent Emmanuelli",1976-09-10,"Toulon",NA,NA,190,"Prop"
"Q650640","Frantz Reichel",NA,NA,NA,NA,NA,NA,NA
"Q651186","Gordon Brown","Gordon Brown",1947-11-01,"Troon",2001-03-19,"Ayr",193,"2nd Row"
"Q651250","Dave Walder","Dave Walder",1978-05-07,"Newcastle upon Tyne",NA,NA,178,"Fly-Half; Fullback"
"Q651983","Gary Whetton","Gary Whetton",1959-12-15,"Auckland",NA,NA,198,"2nd Row"
"Q657322","Joël Jutge",NA,1966-04-05,"Lavaur; Tarn",NA,NA,NA,NA
"Q658254","Melrick Africa","Melrick Africa",1978-01-18,"Rehoboth; Namibia",NA,NA,182,"Winger"
"Q660403","Jean Prat","Jean Prat",1923-08-01,"Lourdes",2005-02-25,"Tarbes",178,"Flanker"
"Q660800","Frederick Stokes","Frederick Stokes",1850-07-12,"Greenwich",1929-02-07,"Baughurst",NA,NA
"Q662781","Anthony Boric","Anthony Boric",1983-12-27,"Auckland",NA,NA,200,"2nd Row; Flanker"
"Q662951","Roy Mathias","Roy Mathias",1949-09-02,"Llanelli",NA,NA,NA,"Winger"
"Q664074","Akapusi Qera","Akapusi Qera",1984-04-24,"Suva",NA,NA,194,"Flanker; Number 8"
"Q664469","Sisa Koyamaibole","Sisa Koyamaibole",1980-03-06,"Suva",NA,NA,192,"Number 8; Flanker"
"Q665978","Diego Cash","Diego Cash",1961-08-10,"Buenos Aires",NA,NA,NA,"Prop"
"Q667580","Willie Kyle","William Kyle",1881-07-13,"Hawick",1959-12-11,NA,NA,"Forward"
"Q667796","Akona Ndungane","Akona Ndungane",1981-02-20,"Mthatha",NA,NA,183,"Winger"
"Q668066","Paul Tito","Paul Tito",1978-06-09,"Taumarunui",NA,NA,198,"2nd Row"
"Q668587","Fergie McCormick","Fergie McCormick",1939-04-24,"Ashburton; New Zealand",2018-04-10,"Christchurch",170,"Fullback"
"Q670241","Vladimir Aïtoff","Vladimir Aïtoff",1879-08-05,"Paris",1963-09-06,NA,180,NA
"Q670394","Nathan Hines","Nathan Hines",1976-11-29,"Wagga Wagga",NA,NA,200,"2nd Row"
"Q671300","Keith Gleeson","Keith Gleeson",1976-06-17,"Dublin",NA,NA,186,"Flanker"
"Q671369","Romain Teulet","Romain Teulet",1978-02-05,"Bergerac; Dordogne",NA,NA,163,"Fullback; Scrum-Half; Fly-Half"
"Q677184","Joe Pietersen","Joe Pietersen",1984-05-18,"Vryheid",NA,NA,180,"Winger; Fullback"
"Q677419","Kitch Christie","Kitch Christie",1940-01-31,"Johannesburg",1998-04-22,"Pretoria",NA,"Flanker"
"Q679613","Ben McCalman","Ben McCalman",1988-03-18,"Dubbo",NA,NA,191,"Flanker; Number 8"
"Q680326","Matías Corral","Matías Corral",1968-08-10,"Buenos Aires",NA,NA,NA,"Prop"
"Q680818","Billy Twelvetrees","Billy Twelvetrees",1988-11-15,"Chichester",NA,NA,191,"Centre; Fly-Half"
"Q681795","Émile Sarrade","Émile Sarrade",1877-03-10,NA,1953-10-14,NA,NA,NA
"Q682817","David Denton","David Denton",1990-02-05,"Marondera",NA,NA,196,"Number 8; Flanker"
"Q684865","Alexandre Audebert","Alexandre Audebert",1977-08-04,"Suresnes",NA,NA,187,"Flanker"
"Q685157","Pat Spence",NA,NA,NA,NA,NA,NA,NA
"Q690625","Didier Camberabero","Didier Camberabero",1961-01-09,"Valence; Drôme",NA,NA,176,"Fly-Half"
"Q690729","Vilimoni Delasau","Vilimoni Delasau",1977-07-12,"Ba (town)",NA,NA,190,"Winger"
"Q692832","Hendrik le Roux","Hennie le Roux",1967-07-10,"Makhanda; South Africa",NA,NA,175,"Fly-Half; Centre"
"Q693345","Marius Hurter","Marius Hurter",1970-10-08,NA,NA,NA,188,"Prop"
"Q704657","John McKenna",NA,NA,NA,NA,NA,NA,NA
"Q707683","Marcello Fiasconaro",NA,NA,NA,NA,NA,NA,NA
"Q715091","Jacques Fouroux","Jacques Fouroux",1947-07-24,"Auch",2005-12-17,"Auch",163,"Scrum-Half"
"Q715492","Arturo Rodríguez",NA,NA,NA,NA,NA,NA,NA
"Q716246","Peter MacKay",NA,NA,NA,NA,NA,NA,NA
"Q717879","John O'Neil","John O'Neil",1898-10-04,"Faulkton; South Dakota",1950-03-25,"Los Angeles",177,"Prop; Hooker"
"Q718533","Owen Farrell","Owen Farrell",1991-09-24,"Wigan",NA,NA,188,"Fly-Half; Centre"
"Q721331","Jacques Forestier","Jacques Forestier",1890-07-27,NA,1978-03-17,NA,NA,"Prop"
"Q722819","Leon MacDonald","Leon MacDonald",1977-12-21,"Blenheim; New Zealand",NA,NA,181,"Fullback; Centre; Fly-Half"
"Q723044","Grant Fox","Grant Fox",1962-06-06,"New Plymouth",NA,NA,175,"Fly-Half"
"Q723121","Byron Kelleher","Byron Kelleher",1976-12-03,"Dunedin",NA,NA,175,"Scrum-Half"
"Q723260","Justin Marshall","Justin Marshall",1973-08-05,"Gore; New Zealand",NA,NA,179,"Scrum-Half"
"Q723355","Nick Evans","Nick Evans",1980-08-14,"North Shore; New Zealand",NA,NA,180,"Fly-Half; Fullback"
"Q723617","John Kirwan","John Kirwan",1964-12-16,"Auckland",NA,NA,192,"Winger"
"Q723626","Conrad Smith","Conrad Smith",1981-10-12,"Hāwera",NA,NA,186,"Centre"
"Q723836","Isaia Toeava","Isaia Toeava",1986-01-15,"Moto'otua",NA,NA,181,"Centre; Winger; Fullback; Fly-Half"
"Q723988","Neemia Tialata","Neemia Tialata",1982-07-15,"Lower Hutt",NA,NA,187,"Prop"
"Q724072","Bob Scott","Bob Scott",1921-02-06,"Wellington",2012-11-16,"Coromandel; New Zealand",178,"Fullback"
"Q725298","Ondřej Sekora","Ondřej Sekora",1899-09-25,NA,1967-07-04,NA,NA,NA
"Q725555","J. P. R. Williams","JPR Williams",1949-03-02,"Bridgend",2024-01-08,"Cardiff",185,"Fullback"
"Q725671","Michael Jones","Michael Jones",1965-04-08,"Auckland",NA,NA,185,"Flanker"
"Q726148","Richie McCaw","Richie McCaw",1980-12-31,"Oamaru",NA,NA,187,"Flanker"
"Q726173","Os du Randt","Os du Randt",1972-09-08,"Elliot",NA,NA,190,"Loosehead Prop"
"Q726199","Dan Carter","Dan Carter",1982-03-05,"Leeston",NA,NA,178,"Fly-Half; Centre"
"Q726224","CJ van der Linde","CJ van der Linde",1980-08-27,"Welkom",NA,NA,190,"Tighthead Prop"
"Q727503","Taniela Moa","Taniela Moa",1985-03-11,"Tongatapu",2021-12-16,"Auckland",180,"Scrum-Half; Fly-Half"
"Q728126","Laloa Milford","Laloa Milford",1976-09-20,NA,NA,NA,176,"Winger"
"Q729183","Ben Alexander","Ben Alexander",1984-11-13,"Sydney",NA,NA,189,"Prop"
"Q730127","Raoul Thiercelin","Raoul Thiercelin",1898-03-12,"Savigny-sur-Braye",1988-05-01,"Saint-Mandé",NA,"Scrum-Half"
"Q730593","Paul Doran-Jones","Paul Doran-Jones",1985-05-02,"London Borough of Enfield",NA,NA,188,"Prop"
"Q730932","Elliot Bunney",NA,NA,NA,NA,NA,NA,NA
"Q732909","Greg Holmes","Greg Holmes",1983-06-11,"Warwick; Queensland",NA,NA,183,"Prop"
"Q733440","Thomas Ellison","Thomas  Ellison",1867-11-11,"Otakou",1904-10-02,"Wellington",NA,"Forward"
"Q733831","Ronan O'Gara","Ronan O'Gara",1977-03-07,"San Diego",NA,NA,183,"Fly-Half"
"Q737072","Stirling Mortlock","Stirling Mortlock",1977-05-20,"Sydney",NA,NA,191,"Centre"
"Q740409","Marc Stcherbina","Marc Stcherbina",1976-12-07,"Sydney",NA,NA,183,"Centre"
"Q741112","Ieuan Evans","Ieuan Evans",1964-03-21,"Pontarddulais",NA,NA,178,"Winger"
"Q742133","Des Fitzgerald","Des Fitzgerald",1957-12-20,"Dublin",NA,NA,186,"Prop"
"Q742873","Danie Craven","Danie Craven",1910-10-11,"Lindley; Free State",1993-01-04,"Stellenbosch",179,"Scrum-Half"
"Q742960","Alessandro Troncon","Alessandro Troncon",1973-09-06,"Treviso",NA,NA,178,"Scrum-Half"
"Q743099","Stuart Lancaster","Stuart Lancaster",1969-10-09,"Penrith; Cumbria",NA,NA,NA,"Flanker"
"Q743330","Alex Brown","Alex Brown",1979-05-17,"Bristol",NA,NA,200,"2nd Row"
"Q745050","Antonio Beltrán Rodríguez","Antonio Beltran",1981-06-26,"Seville",NA,NA,177,"Scrum-Half"
"Q745663","Aleki Lutui","Aleki Lutui",1978-07-01,"Tongatapu",NA,NA,178,"Hooker; Prop"
"Q746140","Dave Lougheed","Dave Lougheed",1968-04-11,"Toronto",NA,NA,188,"Winger; Centre"
"Q746834","Jeff Miller","Jeff Miller",1962-07-04,NA,NA,NA,NA,"Flanker"
"Q747292","Gavin Duffy","Gavin Duffy",1981-09-18,"Ballina; County Mayo",NA,NA,185,"Fullback; Centre"
"Q747488","Mathieu Bonello","Mathieu Bonello",1982-09-23,"Albi",NA,NA,181,"Hooker"
"Q747885","Arnaud Marchois","Arnaud Marchois",1983-06-18,"Châtenay-Malabry",NA,NA,200,"2nd Row"
"Q749148","Arnaud Costes","Arnaud Costes",1973-06-16,"Tulle",NA,NA,186,"Flanker"
"Q751510","Lloyd Burns","Lloyd Burns",1984-12-09,"Panteg",NA,NA,183,"Hooker"
"Q761487","Mathieu Bastareaud","Mathieu Bastareaud",1988-09-17,"Créteil",NA,NA,185,"Centre; Number 8"
"Q761775","Abel Albert","Abel Albert",1873-01-31,"6th arrondissement of Paris",1919-09-27,"4th arrondissement of Paris",NA,"Fly-Half"
"Q762029","David Leslie","David Leslie",1952-04-14,"Dundee",NA,NA,NA,"Flanker"
"Q762608","Ian Evans","Ian Evans",1984-10-04,"Johannesburg",NA,NA,204,"2nd Row"
"Q762620","Omar Hasan","Omar Hasan",1971-04-21,"Tucumán Province",NA,NA,183,"Prop"
"Q762944","Isoa Neivua","Isoa Neivua",1978-07-19,"Sigatoka",NA,NA,174,"Winger"
"Q763721","Haydn Tanner","Haydn Tanner",1917-01-09,"Penclawdd",2009-06-05,"East Goscote",NA,"Scrum-Half"
"Q766509","Nigel Melville","Nigel Melville",1961-01-06,NA,NA,NA,178,"Scrum-Half"
"Q766796","Morné Schreuder","Morne Schreuder",1979-09-05,NA,NA,NA,NA,"Fly-Half"
"Q767406","Sebastian Bozzi","Sebastian Bozzi",1971-06-01,"Buenos Aires",NA,NA,188,"Prop; Hooker"
"Q768777","Corné Krige","Corné Krige",1975-03-21,"Lusaka",NA,NA,190,"Flanker"
"Q768874","Sean O'Brien","Sean O'Brien",1987-02-14,"Carlow",NA,NA,188,"Flanker; Number 8"
"Q770412","Tom McGown","Tom McGown",1876-02-22,"Belfast",1956-07-15,"High Wycombe",NA,"Forward"
"Q772272","Alain Carminati","Alain Carminati",1966-08-17,"Champagnole",NA,NA,195,"Number 8; Flanker"
"Q774079","Simon Geoghegan","Simon Geoghegan",1968-09-01,"Knebworth",NA,NA,183,"Winger"
"Q775742","Barry John","Barry John",1945-01-06,"Cefneithin",2024-02-04,"Cardiff",178,"Fly-Half"
"Q776095","Joseph Pugsley","Joe Pugsley",1885-05-10,"Swansea",1976-06-13,"Cardiff",NA,"Hooker"
"Q776124","Olly Morgan","Olly Morgan",1985-11-03,"London",NA,NA,188,"Fullback"
"Q776564","Jean-Pierre Rives","Jean-Pierre Rives",1952-12-31,"Toulouse",NA,NA,180,"Flanker"
"Q777512","Raphaël Ibañez","Raphaël Ibañez",1973-02-17,"Dax; Landes",NA,NA,180,"Hooker"
"Q778307","Don Clarke","Don Clarke",1933-11-10,"Pihama",2002-12-29,"Johannesburg",188,"Fullback"
"Q779888","Jonathan Kaplan",NA,NA,NA,NA,NA,NA,NA
"Q780557","Sid Bevan","Sid Bevan",1877-05-02,"Morriston",1933-10-17,"Swansea",NA,"Forward"
"Q780661","Keith Robinson","Keith Robinson",1976-12-14,"Te Aroha",NA,NA,198,"2nd Row"
"Q780849","Scott Hastings","Scott Hastings",1964-12-04,"Edinburgh",NA,NA,NA,"Centre"
"Q781211","Ian Gough","Ian Gough",1976-11-10,"Panteg",NA,NA,196,"2nd Row"
"Q783392","Ramiro Martínez","Ramiro Martinez",1970-10-23,NA,NA,NA,183,"Prop"
"Q783645","Jean-Pierre Pérez","Jean-Pierre Pérez",1984-04-03,"Perpignan",NA,NA,188,"Flanker"
"Q784026","Chris Jones","Chris Jones",1980-06-24,"Manchester",NA,NA,199,"2nd Row"
"Q785829","Sébastien Morel","Sébastien Morel",1981-01-21,"Vichy",NA,NA,180,"Centre"
"Q786285","Cameron Lillicrap","Cameron Lillicrap",1963-04-19,"Brisbane",NA,NA,NA,"Prop"
"Q786362","Nicky Robinson","Nicky Robinson",1982-01-03,"Cardiff",NA,NA,185,"Fly-Half"
"Q786824","Boy Louw","Boy Louw",1906-02-21,"Wellington; South Africa",1988-05-03,"Bellville; South Africa",180,"Prop; 2nd Row; 3rd Row"
"Q787661","Matthias Rolland","Matthias Rolland",1979-07-02,"Dijon",NA,NA,198,"2nd Row"
"Q787770","John Timu","John Timu",1969-05-08,"Dannevirke",NA,NA,180,"Winger; Fullback"
"Q788236","Rima Wakarua","Rima Wakarua",1976-03-25,"North Shore; New Zealand",NA,NA,177,"Fly-Half; Fullback; Winger"
"Q793995","Zac Guildford","Zac Guildford",1989-02-08,"Greytown; New Zealand",NA,NA,182,"Winger; Fullback"
"Q799964","Mohamadou Diarra","Mohamadou Diarra",1983-09-26,NA,NA,NA,171,"Winger; Centre"
"Q800108","Jean-Maurice Oulouma","Jean-Maurice Oulouma",1983-03-12,NA,NA,NA,180,"Centre; Winger"
