"wikidataId","fullName","birthDate","birthPlace","deathDate","deathPlace","height","weight","positions"
"Q2830616","Alan Williams","1987-12-11","Belgium",NA,"Belgium",186,115,"Fullback"
"Q2830674","Alasdair Dickinson","1983-09-11","Dundee",NA,"Dundee",185,111,"Prop"
"Q2830676","Alasdair Strokosch","1983-02-21","Paisley; Renfrewshire",NA,"Paisley; Renfrewshire",190,110,"Flanker"
"Q2832832","Alessandro Zanni","1984-01-31","Italy; Friuli-Venezia Giulia; Province of Udine; Udine",NA,"Italy; Friuli-Venezia Giulia; Province of Udine; Udine",193,108,"Flanker; Number 8"
"Q2833641","Alexandre Dumoulin","1989-08-24","France; Isère; Bourgoin-Jallieu",NA,"France; Isère; Bourgoin-Jallieu",189,97,"Centre"
"Q2833670","Alexandre Flanquart","1989-10-09","Cambrai",NA,"Cambrai",206,120,"Lock"
"Q2837135","Alisi Tupuailei","1980-09-28","Samoa",NA,"Samoa",187,116,"Centre"
"Q2846679","Andrew McCormick","1967-02-05","New Zealand",NA,"New Zealand",NA,NA,"Centre"
"Q2846836","Andrei Ostrikov","1987-07-02","Russia; Moscow",NA,"Russia; Moscow",202,119,"Lock; Flanker"
"Q2846872","Andries Bekker","1983-12-05","South Africa; Cape Town",NA,"South Africa; Cape Town",208,121,"Lock"
"Q2849107","Andy Farrell","1975-05-30","England; Wigan",NA,"England; Wigan",NA,NA,"Fly-Half; Centre; Flanker"
"Q2869593","Uini Atonio","1990-03-26","New Zealand; Timaru",NA,"New Zealand; Timaru",196,145,"Prop"
"Q2895525","Ben Morgan","1989-02-18","England; Bristol",NA,"England; Bristol",194,117,"Number 8"
"Q2895571","Ben Te'o","1987-01-27","New Zealand; Auckland",NA,"New Zealand; Auckland",188,106,"Centre"
"Q2896114","Benjamin Kayser","1984-07-26","Paris",NA,"Paris",183,112,"Hooker"
"Q2896305","Benji Marshall",NA,NA,NA,NA,NA,NA,NA
"Q2898198","Bernard Le Roux","1989-06-04","South Africa; Western Cape; Mooresburg",NA,"South Africa; Western Cape; NA",196,113,"Lock; Flanker"
"Q2925089","Brice Dulin","1990-04-13","Agen",NA,"Agen",176,85,"Fullback"
"Q2935003","Camille Lopez","1989-04-03","France; Pyrénées-Atlantiques; Oloron-Sainte-Marie",NA,"France; Pyrénées-Atlantiques; Oloron-Sainte-Marie",176,88,"Fly-Half"
"Q2941606","Cătălin Fercu","1986-09-05","Romania; Brașov",NA,"Romania; Brașov",184,90,"Winger; Fullback"
"Q2946998","César Sempere","1984-04-26","Spain; Valencian Community; Province of Alicante; Villa Joyosa",NA,"Spain; Valencian Community; Province of Alicante; Villa Joyosa",180,95,"Fly-Half; Fullback; Winger"
"Q2964850","Chris Robshaw","1986-06-04","England; Red Hill",NA,"England; NA",188,108,"Flanker"
"Q2964897","Chris Wyles","1983-09-13","United States; Connecticut; Stamford",NA,"United States; Connecticut; Stamford",183,93,"Winger; Centre; Fullback"
"Q2965433","Christian Loamanu","1986-05-13","Tonga",NA,"Tonga",188,106,"Winger; Centre"
"Q2966657","Christopher Tolofua","1993-12-31","France; Var (department); Fréjus",NA,"France; Var (department); Fréjus",182,132,"Hooker"
"Q2972202","Cian Healy","1987-10-07","County Dublin; Dublin",NA,"County Dublin; Dublin",185,116,"Prop"
"Q2993552","Conor Murray","1989-04-20","Republic of Ireland; Limerick",NA,"Republic of Ireland; Limerick",188,102,"Scrum-Half"
"Q3011484","D.T.H. van der Merwe","1986-04-28","South Africa; Western Cape; Worcester",NA,"South Africa; Western Cape; Worcester",183,98,"Winger; Centre; Fullback"
"Q3013444","Dane Haylett-Petty","1989-06-18","South Africa; KwaZulu-Natal; Durban",NA,"South Africa; KwaZulu-Natal; Durban",189,93,"Fullback; Openside Flanker"
"Q3018069","David Hill","1978-07-31","New Zealand; Blenheim",NA,"New Zealand; Blenheim",188,102,"Fly-Half; Centre"
"Q3018410","David McHugh","1955-12-21","Republic of Ireland; County Limerick; Limerick",NA,"Republic of Ireland; County Limerick; Limerick",NA,NA,NA
"Q3019005","Dave Wilson","1985-04-09","South Shields",NA,"South Shields",187,126,"Prop"
"Q3020652","Dean Mumm","1984-05-05","Auckland",NA,"Auckland",196,109,"Lock; Flanker"
"Q3027432","Diego Ormaechea","1959-07-19","Uruguay; Montevideo Department; Montevideo",NA,"Uruguay; Montevideo Department; Montevideo",183,98,"Number 8"
"Q3043307","Julien Bardy","1986-04-03","France; Puy-de-Dôme; Clermont-Ferrand",NA,"France; Puy-de-Dôme; Clermont-Ferrand",188,98,"Flanker"
"Q3043618","Wesley Fofana","1988-01-20","France; Paris",NA,"France; Paris",182,93,"Centre"
"Q3046794","Eben Etzebeth","1991-10-29","South Africa; Cape Town",NA,"South Africa; Cape Town",202,122,"Lock"
"Q3059565","Eugene Jantjies","1986-08-10","Namibia; Omaheke Region; Gobabis",NA,"Namibia; Omaheke Region; Gobabis",177,90,"Scrum-Half"
"Q3068391","Takashi Kikutani","1980-02-24","Katsuragi",NA,NA,187,100,"Number 8; Flanker"
"Q3072194","Filo Tiatia","1971-06-04","New Zealand; Wellington",NA,"New Zealand; Wellington",192,112,"Lock; Flanker; Number 8"
"Q3074324","Florin Vlaicu","1986-07-26","Romania; Bucharest",NA,"Romania; Bucharest",186,103,"Fly-Half; Centre; Fullback"
"Q3081920","Francisco Puertas Soto","1963-11-18","Spain; Gipuzkoa",NA,"Spain; Gipuzkoa",185,91,"Fullback; Fly-Half"
"Q3086995","Freddie Burns","1990-05-13","England; Somerset; Bath",NA,"England; Somerset; Bath",183,90,"Fly-Half; Fullback"
"Q3090450","Marius Tincu","1978-04-07","Romania; Iași County",NA,"Romania; Iași County",184,120,"Hooker"
"Q3093524","Gabiriele Lovobalavu","1985-06-20","Savusavu",NA,"Savusavu",185,94,"Winger; Centre"
"Q3099509","Gautier Gibouin","1989-05-24","France; Charente",NA,"France; Charente",184,102,"Flanker"
"Q3099860","Gaël Fickou","1994-05-26","France; Var (department); La Seyne-sur-Mer",NA,"France; Var (department); La Seyne-sur-Mer",190,100,"Centre"
"Q3101791","George Nicholson","1878-08-03","Auckland",NA,"Auckland",191,87,"Flanker"
"Q3101802","George North","1992-04-13","England; King's Lynn",NA,"England; King's Lynn",193,109,"Winger; Centre"
"Q3103753","Giorgi Chkhaidze","1981-08-20","Georgian Soviet Socialist Republic; Kutaisi",NA,"Georgian Soviet Socialist Republic; Kutaisi",194,101,"Number 8"
"Q3106790","Ginnosuke Tanaka",NA,NA,NA,NA,NA,NA,NA
"Q3106879","Giorgi Nemsadze","1984-09-26","Georgia (country); Kutaisi",NA,"Georgia (country); Kutaisi",196,115,"Lock; Flanker"
"Q3108675","Glen Ennis","1964-05-19","Canada; British Columbia; Vancouver",NA,"Canada; British Columbia; Vancouver",NA,NA,"Number 8"
"Q3113187","Graeme Bachop","1967-06-11","New Zealand; Christchurch",NA,"New Zealand; Christchurch",NA,NA,"Scrum-Half"
"Q3116311","Gregor Townsend","1973-04-26","Scotland; Galaciel",NA,"Scotland; NA",NA,NA,"Fly-Half; Centre; Fullback"
"Q3116394","Greig Laidlaw","1985-10-12","Scotland; Jedburgh",NA,"Scotland; Jedburgh",175,80,"Scrum-Half; Fly-Half"
"Q3125806","Hajime Kiso","1978-11-07","Osaka Prefecture; Mishima District; Osaka",NA,"Osaka Prefecture; Mishima District; Osaka",195,105,"Lock; Number 8; Flanker"
"Q3128846","Hayden Smith","1985-04-10","Australia; New South Wales; Penrith",NA,"Australia; New South Wales; Penrith",198,120,"Lock; Flanker"
"Q3136382","Hirotoki Onozawa","1978-03-29","Shizuoka Prefecture; Shimada; Shizuoka",NA,"Shizuoka Prefecture; Shimada; Shizuoka",180,82,"Winger; Fullback"
"Q3154134","Joe Tekori","1983-12-17","Samoa",NA,"Samoa",198,131,"Lock; Flanker; Number 8"
"Q3154769","Isaac Ross","1984-10-27","New Zealand",NA,"New Zealand",200,118,"Lock"
"Q3155646","Israel Folau","1989-04-03","Australia; New South Wales; Minto",NA,"Australia; New South Wales; NA",194,103,"Winger; Centre"
"Q3157005","Jaba Bregvadze","1987-04-23","Georgia (country); Tbilisi",NA,"Georgia (country); Tbilisi",182,105,"Hooker"
"Q3160910","James Arlidge","1979-08-11","New Zealand; Hamilton",NA,"New Zealand; Hamilton",174,79,"Fly-Half"
"Q3161345","James Pritchard","1979-07-21","Australia; New South Wales; Parks",NA,"Australia; New South Wales; NA",175,85,"Winger; Fullback"
"Q3161537","Jamie Joseph","1969-11-21","New Zealand",NA,"New Zealand",NA,NA,"Flanker"
"Q3169865","Jean-Pierre Élissalde",NA,NA,NA,NA,NA,NA,"Scrum-Half"
"Q3179777","Joaquín Tuculet","1989-08-08","Argentina; Buenos Aires Province; La Plata",NA,"Argentina; Buenos Aires Province; La Plata",181,91,"Fly-Half; Winger; Centre; Fullback"
"Q3180995","John Barclay","1986-09-25","Hong Kong",NA,"Hong Kong",190,102,"Flanker; Number 8"
"Q3182560","John Tait","1973-08-14","Canada; Ontario; Orangeville",NA,"Canada; Ontario; Orangeville",202,110,"Lock"
"Q3183245","Jon Welsh","1986-10-13","Glasgow",NA,"Glasgow",185,111,"Prop"
"Q3185989","Josh Matavesi","1990-10-05","England; Cornwall; Camborne",NA,"England; Cornwall; NA",188,112,"Fly-Half; Winger; Centre; Fullback"
"Q3187645","Juan Figallo","1988-03-25","Argentina; Salta Province; Salta",NA,"Argentina; Salta Province; Salta",187,119,"Prop"
"Q3187685","Juan José Imhoff","1988-05-10","Argentina; Santa Fe Province; Rosario",NA,"Argentina; Santa Fe Province; Rosario",185,90,"Winger; Fullback"
"Q3187756","Juan Pablo Orlandi","1983-06-20","Argentina; Mendoza Province; Mendoza",NA,"Argentina; Mendoza Province; Mendoza",190,119,"Prop"
"Q3187834","Juan de Jongh","1988-04-15","South Africa; Western Cape; Paarl",NA,"South Africa; Western Cape; Paarl",176,87,"Centre"
"Q3188851","Jules Plisson","1991-08-20","France; Paris; Neuilly-sur-Seine",NA,"France; Paris; Neuilly-sur-Seine",184,92,"Fly-Half"
"Q3189106","Julian Savea","1990-08-07","New Zealand; Wellington",NA,"New Zealand; Wellington",190,100,"Winger; Centre"
"Q3189360","Julien Berger","1990-01-10","Belgium",NA,"Belgium",171,85,"Scrum-Half"
"Q3190869","Jérôme Daret","1974-12-26","France; Dax; Landes",NA,"France; Dax; Landes",178,NA,"Scrum-Half"
"Q3195079","Ken Owens","1987-01-03","Wales; Carmarthen",NA,"Wales; Carmarthen",184,109,"Hooker"
"Q3195261","Kensuke Hatakeyama","1985-08-02","Japan; Miyagi Prefecture; Kesennuma",NA,"Japan; Miyagi Prefecture; Kesennuma",178,115,"Tighthead Prop"
"Q3195263","Kensuke Iwabuchi","1975-12-30","Japan; Tokyo",NA,"Japan; Tokyo",178,81,"Fly-Half"
"Q3195767","Kevin Morgan","1977-02-23","Pontapriz; Pontypridd; Wales",NA,"NA; Pontypridd; Wales",178,83,"Fullback; Winger"
"Q3196457","Kieran Crowley","1961-08-31","New Zealand; Kaponga",NA,"New Zealand; Kaponga",NA,NA,"Centre; Fullback"
"Q3199130","Kosuke Endo","1980-11-11","Hokkaido; Nakashibetsu",NA,"Hokkaido; Nakashibetsu",NA,NA,"Winger; Fullback"
"Q3199344","Kosei Ono","1987-04-17","Japan; Aichi Prefecture; Nagoya",NA,"Japan; Aichi Prefecture; Nagoya",171,83,"Fly-Half; Centre"
"Q3200598","Kurt Morath","1984-12-13","New Zealand",NA,"New Zealand",180,90,"Fly-Half"
"Q3218300","Lasha Malaghuradze","1986-01-02","Georgia (country); Tbilisi",NA,"Georgia (country); Tbilisi",192,95,"Fly-Half; Centre"
"Q3219422","Laurent Pakihivatau",NA,NA,NA,NA,NA,NA,NA
"Q3229715","Leonardo Ghiraldini","1984-12-26","Italy; Veneto; Padua",NA,"Italy; Veneto; Padua",183,103,"Hooker"
"Q3229737","Leonardo Senatore","1984-05-13","Argentina; Santa Fe Province; Rosario",NA,"Argentina; Santa Fe Province; Rosario",191,106,"Flanker; Number 8"
"Q3229756","Leone Nakarawa","1988-04-02","Fiji; Tavua",NA,"Fiji; Tavua",198,109,"Lock"
"Q3237647","Liam Messam","1984-03-25","Marlborough District",NA,"Marlborough District",188,108,"Flanker"
"Q3257547","Lloyd Williams","1989-11-30","Wales; Cardiff",NA,"Wales; Cardiff",183,87,"Scrum-Half; Winger"
"Q3264589","Tukulua Lokotui","1979-12-31","New Zealand; Auckland",NA,"New Zealand; Auckland",196,115,"Lock"
"Q3265049","Lucas González Amorosino","1985-11-02","Argentina; Buenos Aires",NA,"Argentina; Buenos Aires",185,88,"Winger; Fullback"
"Q3289523","Marcell Coetzee","1991-05-08","South Africa; North West (South African province); Potchefstroom",NA,"South Africa; North West (South African province); Potchefstroom",193,117,"Flanker"
"Q3289653","Marcelo Bosch","1984-01-07","Argentina; Buenos Aires",NA,"Argentina; Buenos Aires",186,97,"Fly-Half; Centre; Fullback"
"Q3291370","Mariano Galarza","1986-11-12","Argentina; Buenos Aires",NA,"Argentina; Buenos Aires",202,116,"Lock"
"Q3294099","Mark Hammett","1972-07-13","New Zealand",NA,"New Zealand",185,107,"Hooker"
"Q3298403","Matekitonga Moeakiola","1978-05-16","Tongatapu",NA,"Tongatapu",183,120,"Prop"
"Q3299562","Matt Toomua","1990-01-02","Australia; Victoria (state); Melbourne",NA,"Australia; Victoria (state); Melbourne",182,91,"Fly-Half"
"Q3299694","Matt Cockbain","1972-09-19","Australia; New South Wales; Coffs Harbour",NA,"Australia; New South Wales; Coffs Harbour",186,88,"Lock; Flanker"
"Q3302643","Maxime Machenaud","1988-12-30","France; Gironde; Bordeaux",NA,"France; Gironde; Bordeaux",174,87,"Scrum-Half"
"Q3308102","Michael Cheika","1967-03-04","Australia; Sydney",NA,"Australia; Sydney",NA,NA,"Number 8"
"Q3313064","Mihai Lazăr","1986-11-03","Romania; Iași",NA,"Romania; Iași",189,120,"Prop"
"Q3313242","Mike Brown","1985-09-04","England; Southampton",NA,"England; Southampton",183,93,"Fullback"
"Q3313720","Mikheil Nariashvili","1990-05-25","Georgia (country); Kutaisi",NA,"Georgia (country); Kutaisi",186,113,"Prop"
"Q3324728","Mose Tuiali'i","1981-03-25","New Zealand; Auckland",NA,"New Zealand; Auckland",194,112,"Number 8; Flanker"
"Q3336450","Nataniela Oto","1978-05-16","Tonga",NA,"Tonga",174,96,"Winger"
"Q3337982","Nemani Nadolo","1988-01-31","Fiji; Viti Levu; Sigatoka",NA,"Fiji; Viti Levu; Sigatoka",195,125,"Winger; Centre"
"Q3338508","Netani Talei","1983-03-19","Fiji; Suva",NA,"Fiji; Suva",188,112,"Flanker; Number 8"
"Q3339700","Nick Abendanon","1986-08-27","South Africa; Gauteng; Bryanston",NA,"South Africa; Gauteng; NA",183,87,"Fullback"
"Q3358954","Ovidiu Tonița","1980-08-06","Romania; Burlad",NA,"Romania; NA",195,109,"Flanker"
"Q3376624","Peter Grant","1984-08-15","Durban",NA,"Durban",186,92,"Fly-Half"
"Q3376641","Peter Hewat","1978-03-17","Australia; New South Wales",NA,"Australia; New South Wales",191,100,"Fly-Half; Fullback"
"Q3376694","Peter Kimlin","1985-07-11","Australia",NA,"Australia",198,110,"Lock"
"Q3378783","Phil Greening","1975-10-03","England; Gloucestershire; Gloucester",NA,"England; Gloucestershire; Gloucester",183,108,"Hooker"
"Q3389323","Pita Alatini","1976-03-11","Nukuʻalofa",NA,"Nukuʻalofa",NA,NA,"Centre; Winger"
"Q3399819","Scott Williams","1990-10-10","Wales; Carmarthen",NA,"Wales; Carmarthen",183,97,"Centre"
"Q3401755","Toby Faletau","1990-10-12","Tonga; Tofoa",NA,"Tonga; NA; Tofoa",187,111,"Flanker; Number 8"
"Q3403741","Rhys Priestland","1987-01-09","Wales; Carmarthen",NA,"Wales; Carmarthen",188,92,"Fly-Half; Fullback"
"Q3425307","Rene Ranger","1986-09-30","New Zealand; Auckland",NA,"New Zealand; NA; Auckland",183,102,"Centre; Winger"
"Q3428323","Reuben Thorne","1975-01-02","New Zealand; Christchurch",NA,"New Zealand; Christchurch",192,107,"Lock; Flanker"
"Q3431328","Richard Wigglesworth","1983-06-09","England; Blackpool",NA,"England; Blackpool",176,84,"Scrum-Half"
"Q3431456","Richie Vernon","1987-07-07","Dundee",NA,"Dundee",198,105,"Centre; Flanker; Number 8"
"Q3434246","Rob Webber","1986-08-01","York",NA,"York",183,118,"Hooker"
"Q3440777","Romain Taofifénua","1990-09-14","France; Landes (department); Mont-de-Marsan",NA,"France; Landes (department); Mont-de-Marsan",202,120,"Lock"
"Q3442046","Rory Kockott","1986-06-25","South Africa; Eastern Cape; East London",NA,"South Africa; Eastern Cape; East London",180,92,"Scrum-Half"
"Q3446312","Royce Willis","1975-08-28","New Zealand; Tauranga",NA,"New Zealand; Tauranga",197,120,"Lock"
"Q3453812","Ryan Kankowski","1985-10-14","South Africa; Eastern Cape; Gqeberha",NA,"South Africa; Eastern Cape; Gqeberha",193,106,"Number 8"
"Q3453834","Ryan Nicholas","1979-05-23","Broken Hill",NA,"Broken Hill",192,92,"Centre"
"Q3454073","Ryō Yamamura","1981-08-09","Saga Prefecture; Takeo; Saga",NA,"Saga Prefecture; Takeo; Saga",186,120,"Prop"
"Q3456142","Rémy Grosso","1988-12-04","France; Lyon",NA,"France; Lyon",190,102,"Winger"
"Q3469388","Sakiusa Matadigo","1982-08-08","Suva",NA,"Suva",190,109,"Lock; Flanker; Number 8"
"Q3470454","Sam Burgess","1988-12-14","England; West Yorkshire; Dewsbury",NA,"England; West Yorkshire; NA; Dewsbury",196,116," "
"Q3470458","Sam Cane","1992-01-13","New Zealand; Rotorua",NA,"New Zealand; Rotorua",189,108,"Flanker; Number 8"
"Q3470529","Sam Norton-Knight","1983-12-02","Canberra",NA,"Canberra",187,86,"Fly-Half; Fullback"
"Q3475287","Schalk Brits","1981-05-16","South Africa; KwaZulu-Natal",NA,"South Africa; KwaZulu-Natal",182,100,"Hooker"
"Q3476297","Scott Robertson","1974-08-21","New Zealand; Tauranga",NA,"New Zealand; Tauranga",NA,NA,"Flanker; Number 8"
"Q3476309","Scott Spedding","1986-05-04","South Africa; Gauteng",NA,"South Africa; Gauteng",188,97,"Fullback"
"Q3476709","Sean Cronin","1986-05-06","Republic of Ireland; County Limerick; Limerick",NA,"Republic of Ireland; County Limerick; Limerick",178,103,"Hooker"
"Q3476744","Sean Maitland","1988-09-14","New Zealand; Tokoroa",NA,"New Zealand; NA",188,101,"Winger; Fullback"
"Q3477909","Seilala Mapusua","1980-02-27","Samoa",NA,"Samoa",180,106,"Winger"
"Q3478445","Semisi Naevo","1976-05-03","Fiji; Nadi",NA,"Fiji; Nadi",197,115,"Flanker"
"Q3478532","Sene Ta'ala","1973-10-20","New Zealand",NA,"New Zealand",193,120,"Flanker"
"Q3482545","Shota Horie","1986-01-21","Japan; Osaka Prefecture; Suita",NA,"Japan; Osaka Prefecture; Suita",180,105,"Hooker"
"Q3482885","Siale Piutau","1985-10-13","New Zealand; Auckland",NA,"New Zealand; Auckland",185,97,"Centre"
"Q3484266","Simon Easterby","1975-07-21","England; North Yorkshire",NA,"England; North Yorkshire",193,100,"Flanker"
"Q3484858","Sinali Latu","1965-08-22","Tonga",NA,"Tonga",NA,NA,"Number 8; Flanker"
"Q3488842","Sofiane Guitoune","1989-03-27","Algeria; Algiers Province; Algiers",NA,"Algeria; Algiers Province; Algiers",184,97,"Centre; Winger"
"Q3499177","Steven Bates","1980-01-16","New Zealand; Auckland",NA,"New Zealand; Auckland",193,110,"Flanker; Number 8"
"Q3500807","Stuart Hogg","1992-06-24","Scotland; Melrose; Scottish Borders",NA,"Scotland; Melrose; Scottish Borders",180,93,"Fullback"
"Q3510337","Sébastien Tillous-Borde","1985-04-29","Oloron-Sainte-Marie",NA,"Oloron-Sainte-Marie",176,87,"Scrum-Half"
"Q3510346","Sébastien Vahaamahina","1992-11-01","New Caledonia; Nouméa",NA,"New Caledonia; Nouméa",202,125,"Lock"
"Q3514313","Takeomi Ito","1971-04-11","Tokyo; Arakawa",NA,"Tokyo; Arakawa",185,92,"Number 8; Flanker"
"Q3514378","Taku Inoguchi","1982-10-05","Tokyo",NA,"Tokyo",NA,NA,"Hooker"
"Q3514395","Takuro Miuchi","1975-12-11","Japan; Fukuoka Prefecture; Kitakyushu",NA,"Japan; Fukuoka Prefecture; Kitakyushu",187,106,"Number 8; Flanker"
"Q3516500","Taylor Paris","1992-10-06","Canada; Ontario; Barrie",NA,"Canada; Ontario; Barrie",185,86,"Winger"
"Q3518885","Terry Bouhraoua","1987-08-29","France; Châteaudun",NA,"France; Châteaudun",169,59,"Scrum-Half; Fly-Half"
"Q3525959","Thretton Palamo","1988-09-22","United States; California; Woodland",NA,"United States; California; Woodland",191,116,"Centre"
"Q3529025","Timoci Nagusa","1987-07-14","Nadi",NA,"Nadi",188,100,"Winger; Centre; Fullback"
"Q3529589","Tito Tebaldi","1987-09-20","Italy; Emilia-Romagna; Province of Parma; Parma",NA,"Italy; Emilia-Romagna; Province of Parma; Parma",180,88,"Scrum-Half"
"Q3530931","Tom Wood","1986-11-03","England; Coventry",NA,"England; Coventry",195,112,"Flanker; Number 8"
"Q3531701","Tony Brown","1975-01-17","New Zealand",NA,"New Zealand",NA,NA,"Fly-Half"
"Q3547082","Toru Kurihara","1978-08-12","Ibaraki Prefecture; Itako; Ibaraki",NA,"Ibaraki Prefecture; Itako; Ibaraki",178,80,"Winger; Fullback"
"Q3553044","Va'aiga Tuigamala","1969-09-04","Samoa; Faleaciu",NA,"Samoa; NA",180,110,"Winger; Centre"
"Q3553572","Valentin Calafeteanu","1985-01-25","Romania; Bucharest",NA,"Romania; Bucharest",182,87,"Scrum-Half"
"Q3554936","Vasily Artemyev","1987-07-24","Russia; Moscow",NA,"Russia; Moscow",184,93,"Winger"
"Q3555838","Vereniki Goneva","1984-04-05","Fiji; Lautoka",NA,"Fiji; Lautoka",175,102,"Winger; Centre; Fullback"
"Q3558299","Viktor Gresev","1986-03-31","Russia; Saint Petersburg",NA,"Russia; Saint Petersburg",185,108,"Flanker"
"Q3558411","Viliami Ma'afu","1982-03-09","Tonga; Rongorongo",NA,"Tonga; Rongorongo",186,100,"Number 8"
"Q3560816","Virimi Vakatawa","1992-05-01","New Zealand; Rangiora",NA,"New Zealand; Rangiora",186,92,"Winger; Centre"
"Q3566851","Wayne Pivac","1962-09-10","New Zealand; Auckland",NA,"New Zealand; Auckland",NA,NA,"Lock; Flanker; Number 8"
"Q3568328","Willem Alberts","1984-05-11","Pretoria",NA,"Pretoria",192,120,"Lock; Flanker"
