"wikidataId","fullName","jaName","birthDate","birthPlace","deathDate","deathPlace","height","weight","positions"
"Q2761879","Radike Samo","ラディキ・サモ","1976-07-09","Fiji; Nadi",NA,NA,198,116,"Lock; Flanker"
"Q2777809","David Pocock","デイヴィッド・ポーコック","1988-04-23","Zimbabwe; Midlands Province; Gweru",NA,NA,183,100,"Flanker; Number 8"
"Q2820032","Aaron Carpenter","アーロン・カーペンター","1983-01-09","Canada; Ontario; Brantford",NA,NA,183,109,"Hooker; Flanker; Number 8"
"Q2820060","Aaron Jarvis","アーロン・ジャービス","1986-05-20","England; Exeter",NA,NA,183,116,"Prop"
"Q2827350","Agustín Creevy","アグスティン・クレービー","1985-03-15","Argentina; Buenos Aires Province; La Plata",NA,NA,181,106,"Hooker; Flanker"
"Q2830436","Alama Ieremia","アラマ・イエレミア","1970-10-27","Samoa; Apia",NA,NA,186,100,"Centre"
"Q2830616","Alan Williams","アラン・ウィリアムズ","1987-12-11","Belgium",NA,NA,186,115,"Fullback"
"Q2830674","Alasdair Dickinson","アラスデア・ディッキンソン","1983-09-11","Dundee",NA,NA,185,111,"Prop"
"Q2830676","Alasdair Strokosch","アラスデア・ストロコッシュ","1983-02-21","Paisley; Renfrewshire",NA,NA,190,110,"Flanker"
"Q2832832","Alessandro Zanni","アレッサンドロ・ザンニ","1984-01-31","Italy; Friuli-Venezia Giulia; Province of Udine; Udine",NA,NA,193,108,"Flanker; Number 8"
"Q2833641","Alexandre Dumoulin","アレクサンドル・デュムラン","1989-08-24","France; Isère; Bourgoin-Jallieu",NA,NA,189,97,"Centre"
"Q2833670","Alexandre Flanquart","アレクサンドル・フランカール","1989-10-09","Cambrai",NA,NA,206,120,"Lock"
"Q2837135","Alisi Tupuailei","アリシ トゥプアイレイ","1980-09-28","Samoa",NA,NA,187,116,"Centre"
"Q2846679","Andrew McCormick","アンドリュー マコーミック","1967-02-05","New Zealand",NA,NA,NA,NA,"Centre"
"Q2846836","Andrei Ostrikov","アンドレイ・オストリコフ","1987-07-02","Russia; Moscow",NA,NA,202,119,"Lock; Flanker"
"Q2846872","Andries Bekker","アンドリース・ベッカー","1983-12-05","South Africa; Cape Town",NA,NA,208,121,"Lock"
"Q2849107","Andy Farrell","アンディ・ファレル","1975-05-30","England; Wigan",NA,NA,NA,NA,"Fly-Half; Centre; Flanker"
"Q2869593","Uini Atonio","ウイニ・アトニオ","1990-03-26","New Zealand; Timaru",NA,NA,196,145,"Prop"
"Q2895525","Ben Morgan","ベン・モーガン","1989-02-18","England; Bristol",NA,NA,194,117,"Number 8"
"Q2895571","Ben Te'o","ベン・テオ","1987-01-27","New Zealand; Auckland",NA,NA,188,106,"Centre"
"Q2896114","Benjamin Kayser","バンジャマン・ケイゼル","1984-07-26","Paris",NA,NA,183,112,"Hooker"
"Q2896305","Benji Marshall",NA,NA,NA,NA,NA,NA,NA,NA
"Q2898198","Bernard Le Roux","バーナード・ルルー","1989-06-04","South Africa; Western Cape; Mooresburg",NA,NA,196,113,"Lock; Flanker"
"Q2925089","Brice Dulin","ブリス・デュラン","1990-04-13","Agen",NA,NA,176,85,"Fullback"
"Q2935003","Camille Lopez","カミーユ・ロペス","1989-04-03","France; Pyrénées-Atlantiques; Oloron-Sainte-Marie",NA,NA,176,88,"Fly-Half"
"Q2941606","Cătălin Fercu","カタリン・フェルク","1986-09-05","Romania; Brașov",NA,NA,184,90,"Winger; Fullback"
"Q2946998","César Sempere","セサル・センペレ","1984-04-26","Spain; Valencian Community; Province of Alicante; Villa Joyosa",NA,NA,180,95,"Fly-Half; Fullback; Winger"
"Q2964850","Chris Robshaw","クリス・ロブシャー","1986-06-04","England; Red Hill",NA,NA,188,108,"Flanker"
"Q2964897","Chris Wyles","クリス・ワイレス","1983-09-13","United States; Connecticut; Stamford",NA,NA,183,93,"Winger; Centre; Fullback"
"Q2965433","Christian Loamanu","クリスチャン・ロアマヌ","1986-05-13","Tonga",NA,NA,188,106,"Winger; Centre"
"Q2966657","Christopher Tolofua","クリストファー・タロフュア","1993-12-31","France; Var (department); Fréjus",NA,NA,182,132,"Hooker"
"Q2972202","Cian Healy","キアン・ヒーリー","1987-10-07","County Dublin; Dublin",NA,NA,185,116,"Prop"
"Q2993552","Conor Murray","コナー・マレー","1989-04-20","Republic of Ireland; Limerick",NA,NA,188,102,"Scrum-Half"
"Q3011484","D.T.H. van der Merwe","DTH・ファン・デル・メルヴァ","1986-04-28","South Africa; Western Cape; Worcester",NA,NA,183,98,"Winger; Centre; Fullback"
"Q3013444","Dane Haylett-Petty","デイン・ハイレット＝ペティ","1989-06-18","South Africa; KwaZulu-Natal; Durban",NA,NA,189,93,"Fullback; Openside Flanker"
"Q3018069","David Hill","デイビッド・ヒル","1978-07-31","New Zealand; Blenheim",NA,NA,188,102,"Fly-Half; Centre"
"Q3018410","David McHugh","デイヴィット・マックヒュー","1955-12-21","Republic of Ireland; County Limerick; Limerick",NA,NA,NA,NA,NA
"Q3019005","Dave Wilson","デビッド・ウィルソン","1985-04-09","South Shields",NA,NA,187,126,"Prop"
"Q3020652","Dean Mumm","ディーン・マム","1984-05-05","Auckland",NA,NA,196,109,"Lock; Flanker"
"Q3027432","Diego Ormaechea","ディエゴ・オルマエチェア","1959-07-19","Uruguay; Montevideo Department; Montevideo",NA,NA,183,98,"Number 8"
"Q3043307","Julien Bardy","ジュリアン・バーディ","1986-04-03","France; Puy-de-Dôme; Clermont-Ferrand",NA,NA,188,98,"Flanker"
"Q3043618","Wesley Fofana","ウェスレイ・フォファナ","1988-01-20","France; Paris",NA,NA,182,93,"Centre"
"Q3046794","Eben Etzebeth","エベン・エツベス","1991-10-29","South Africa; Cape Town",NA,NA,202,122,"Lock"
"Q3059565","Eugene Jantjies","ユージン・ヤンチース","1986-08-10","Namibia; Omaheke Region; Gobabis",NA,NA,177,90,"Scrum-Half"
"Q3068391","Takashi Kikutani","菊谷 崇","1980-02-24","Katsuragi",NA,NA,187,100,"Number 8; Flanker"
"Q3072194","Filo Tiatia","フィロ・ティアティア","1971-06-04","New Zealand; Wellington",NA,NA,192,112,"Lock; Flanker; Number 8"
"Q3074324","Florin Vlaicu","フロリン・ブライク","1986-07-26","Romania; Bucharest",NA,NA,186,103,"Fly-Half; Centre; Fullback"
"Q3081920","Francisco Puertas Soto","フランシスコ・プエルタス","1963-11-18","Spain; Gipuzkoa",NA,NA,185,91,"Fullback; Fly-Half"
"Q3086995","Freddie Burns","フレディー・バーンズ","1990-05-13","England; Somerset; Bath",NA,NA,183,90,"Fly-Half; Fullback"
"Q3090450","Marius Tincu","マリウス・ティンク","1978-04-07","Romania; Iași County",NA,NA,184,120,"Hooker"
"Q3093524","Gabiriele Lovobalavu","ガビリエル・ロヴォンバラヴ","1985-06-20","Savusavu",NA,NA,185,94,"Winger; Centre"
"Q3099509","Gautier Gibouin","ゴティエ・ギブアン","1989-05-24","France; Charente",NA,NA,184,102,"Flanker"
"Q3099860","Gaël Fickou","ガエル・フィクー","1994-05-26","France; Var (department); La Seyne-sur-Mer",NA,NA,190,100,"Centre"
"Q3101791","George Nicholson","George Nickolson","1878-08-03","Auckland",NA,NA,191,87,"Flanker"
"Q3101802","George North","ジョージ・ノース","1992-04-13","England; King's Lynn",NA,NA,193,109,"Winger; Centre"
"Q3103753","Giorgi Chkhaidze","ギオルギ・チハイゼ","1981-08-20","Georgian Soviet Socialist Republic; Kutaisi",NA,NA,194,101,"Number 8"
"Q3106790","Ginnosuke Tanaka",NA,NA,NA,NA,NA,NA,NA,NA
"Q3106879","Giorgi Nemsadze","ギオルギ・ネムサゼ","1984-09-26","Georgia (country); Kutaisi",NA,NA,196,115,"Lock; Flanker"
"Q3108675","Glen Ennis","グレン・エニス","1964-05-19","Canada; British Columbia; Vancouver",NA,NA,NA,NA,"Number 8"
"Q3113187","Graeme Bachop","グレアム・バショップ","1967-06-11","New Zealand; Christchurch",NA,NA,NA,NA,"Scrum-Half"
"Q3116311","Gregor Townsend","グレガー・タウンゼンド","1973-04-26","Scotland; Galaciel",NA,NA,NA,NA,"Fly-Half; Centre; Fullback"
"Q3116394","Greig Laidlaw","グレイグ・レイドロー","1985-10-12","Scotland; Jedburgh",NA,NA,175,80,"Scrum-Half; Fly-Half"
"Q3125806","Hajime Kiso","木曽 一","1978-11-07","Osaka Prefecture; Mishima District; Osaka",NA,NA,195,105,"Lock; Number 8; Flanker"
"Q3128846","Hayden Smith","ヘイデン・スミス","1985-04-10","Australia; New South Wales; Penrith",NA,NA,198,120,"Lock; Flanker"
"Q3136382","Hirotoki Onozawa","小野澤 宏時","1978-03-29","Shizuoka Prefecture; Shimada; Shizuoka",NA,NA,180,82,"Winger; Fullback"
"Q3154134","Joe Tekori","ジョー・テコリ","1983-12-17","Samoa",NA,NA,198,131,"Lock; Flanker; Number 8"
"Q3154769","Isaac Ross","ロス アイザック","1984-10-27","New Zealand",NA,NA,200,118,"Lock"
"Q3155646","Israel Folau","イズラエル・フォラウ","1989-04-03","Australia; New South Wales; Minto",NA,NA,194,103,"Winger; Centre"
"Q3157005","Jaba Bregvadze","ジャバ・ブレグヴァゼ","1987-04-23","Georgia (country); Tbilisi",NA,NA,182,105,"Hooker"
"Q3160910","James Arlidge","ジェームス・アレジ","1979-08-11","New Zealand; Hamilton",NA,NA,174,79,"Fly-Half"
"Q3161345","James Pritchard","ジェームス・プリチャード","1979-07-21","Australia; New South Wales; Parks",NA,NA,175,85,"Winger; Fullback"
"Q3161537","Jamie Joseph","ジェイミー・ジョセフ","1969-11-21","New Zealand",NA,NA,NA,NA,"Flanker"
"Q3169865","Jean-Pierre Élissalde","ジャン＝ピエール・エリサルド",NA,NA,NA,NA,NA,NA,"Scrum-Half"
"Q3179777","Joaquín Tuculet","ホアキン・トゥクレ","1989-08-08","Argentina; Buenos Aires Province; La Plata",NA,NA,181,91,"Fly-Half; Winger; Centre; Fullback"
"Q3180995","John Barclay","ジョン・バークリー","1986-09-25","Hong Kong",NA,NA,190,102,"Flanker; Number 8"
"Q3182560","John Tait","ジョン・テイト","1973-08-14","Canada; Ontario; Orangeville",NA,NA,202,110,"Lock"
"Q3183245","Jon Welsh","ジョン・ウェルシュ","1986-10-13","Glasgow",NA,NA,185,111,"Prop"
"Q3185989","Josh Matavesi","ジョシュ・マタヴェシ","1990-10-05","England; Cornwall; Camborne",NA,NA,188,112,"Fly-Half; Winger; Centre; Fullback"
"Q3187645","Juan Figallo","フアン・フィガロ","1988-03-25","Argentina; Salta Province; Salta",NA,NA,187,119,"Prop"
"Q3187685","Juan José Imhoff","フアン・イモフ","1988-05-10","Argentina; Santa Fe Province; Rosario",NA,NA,185,90,"Winger; Fullback"
"Q3187756","Juan Pablo Orlandi","フアン・パブロ・オルランディ","1983-06-20","Argentina; Mendoza Province; Mendoza",NA,NA,190,119,"Prop"
"Q3187834","Juan de Jongh","フアン・デ・ヨング","1988-04-15","South Africa; Western Cape; Paarl",NA,NA,176,87,"Centre"
"Q3188851","Jules Plisson","ジュール・プリソン","1991-08-20","France; Paris; Neuilly-sur-Seine",NA,NA,184,92,"Fly-Half"
"Q3189106","Julian Savea","ジュリアン・サヴェア","1990-08-07","New Zealand; Wellington",NA,NA,190,100,"Winger; Centre"
"Q3189360","Julien Berger","ジュリアン・バーガー","1990-01-10","Belgium",NA,NA,171,85,"Scrum-Half"
"Q3190869","Jérôme Daret","ジェローム・ダレー","1974-12-26","France; Dax; Landes",NA,NA,178,NA,"Scrum-Half"
"Q3195079","Ken Owens","ケン・オーウェンズ","1987-01-03","Wales; Carmarthen",NA,NA,184,109,"Hooker"
"Q3195261","Kensuke Hatakeyama","畠山 健介","1985-08-02","Japan; Miyagi Prefecture; Kesennuma",NA,NA,178,115,"Tighthead Prop"
"Q3195263","Kensuke Iwabuchi","岩渕 健輔","1975-12-30","Japan; Tokyo",NA,NA,178,81,"Fly-Half"
"Q3195767","Kevin Morgan","ケヴィン・モーガン","1977-02-23","Pontapriz; Pontypridd; Wales",NA,NA,178,83,"Fullback; Winger"
"Q3196457","Kieran Crowley","キーラン・クロウリー","1961-08-31","New Zealand; Kaponga",NA,NA,NA,NA,"Centre; Fullback"
"Q3199130","Kosuke Endo","遠藤 幸佑","1980-11-11","Hokkaido; Nakashibetsu",NA,NA,NA,NA,"Winger; Fullback"
"Q3199344","Kosei Ono","小野 晃征","1987-04-17","Japan; Aichi Prefecture; Nagoya",NA,NA,171,83,"Fly-Half; Centre"
"Q3200598","Kurt Morath","カート・モラス","1984-12-13","New Zealand",NA,NA,180,90,"Fly-Half"
"Q3218300","Lasha Malaghuradze","ラシャ・マラグラゼ","1986-01-02","Georgia (country); Tbilisi",NA,NA,192,95,"Fly-Half; Centre"
"Q3219422","Laurent Pakihivatau",NA,NA,NA,NA,NA,NA,NA,NA
"Q3229715","Leonardo Ghiraldini","レオナルド・ギラルディーニ","1984-12-26","Italy; Veneto; Padua",NA,NA,183,103,"Hooker"
"Q3229737","Leonardo Senatore","レオナルド・セナトーレ","1984-05-13","Argentina; Santa Fe Province; Rosario",NA,NA,191,106,"Flanker; Number 8"
"Q3229756","Leone Nakarawa","レオネ・ナカラワ","1988-04-02","Fiji; Tavua",NA,NA,198,109,"Lock"
"Q3237647","Liam Messam","リアム・メッサム","1984-03-25","Marlborough District",NA,NA,188,108,"Flanker"
"Q3257547","Lloyd Williams","ロイド・ウィリアムズ","1989-11-30","Wales; Cardiff",NA,NA,183,87,"Scrum-Half; Winger"
"Q3264589","Tukulua Lokotui","トゥクルア・ロコツイ","1979-12-31","New Zealand; Auckland",NA,NA,196,115,"Lock"
"Q3265049","Lucas González Amorosino","ルーカス・ゴンサレス・アモロシーノ","1985-11-02","Argentina; Buenos Aires",NA,NA,185,88,"Winger; Fullback"
"Q3289523","Marcell Coetzee","マルセル・クッツェー","1991-05-08","South Africa; North West (South African province); Potchefstroom",NA,NA,193,117,"Flanker"
"Q3289653","Marcelo Bosch","マルセロ・ボシュ","1984-01-07","Argentina; Buenos Aires",NA,NA,186,97,"Fly-Half; Centre; Fullback"
"Q3291370","Mariano Galarza","マリアノ・ガラルサ","1986-11-12","Argentina; Buenos Aires",NA,NA,202,116,"Lock"
"Q3294099","Mark Hammett","マーク・ハメット","1972-07-13","New Zealand",NA,NA,185,107,"Hooker"
"Q3298403","Matekitonga Moeakiola","マテキトンガ・モエアキオラ","1978-05-16","Tongatapu",NA,NA,183,120,"Prop"
"Q3299562","Matt Toomua","マット・トゥームア","1990-01-02","Australia; Victoria (state); Melbourne",NA,NA,182,91,"Fly-Half"
"Q3299694","Matt Cockbain","マット・コベイン","1972-09-19","Australia; New South Wales; Coffs Harbour",NA,NA,186,88,"Lock; Flanker"
"Q3302643","Maxime Machenaud","マクシム・マシュノー","1988-12-30","France; Gironde; Bordeaux",NA,NA,174,87,"Scrum-Half"
"Q3308102","Michael Cheika","マイケル・チェイカ","1967-03-04","Australia; Sydney",NA,NA,NA,NA,"Number 8"
"Q3313064","Mihai Lazăr","ミハイ・ラザール","1986-11-03","Romania; Iași",NA,NA,189,120,"Prop"
"Q3313242","Mike Brown","マイク・ブラウン","1985-09-04","England; Southampton",NA,NA,183,93,"Fullback"
"Q3313720","Mikheil Nariashvili","ミヘイル・ナリアシヴィリ","1990-05-25","Georgia (country); Kutaisi",NA,NA,186,113,"Prop"
"Q3324728","Mose Tuiali'i","モセ・トゥイアリイ","1981-03-25","New Zealand; Auckland",NA,NA,194,112,"Number 8; Flanker"
"Q3336450","Nataniela Oto","ナタニエラ・オト","1978-05-16","Tonga",NA,NA,174,96,"Winger"
"Q3337982","Nemani Nadolo","ネマニ・ナドロ","1988-01-31","Fiji; Viti Levu; Sigatoka",NA,NA,195,125,"Winger; Centre"
"Q3338508","Netani Talei","ネタニ・タレイ","1983-03-19","Fiji; Suva",NA,NA,188,112,"Flanker; Number 8"
"Q3339700","Nick Abendanon","ニック・アベンダノン","1986-08-27","South Africa; Gauteng; Bryanston",NA,NA,183,87,"Fullback"
"Q3358954","Ovidiu Tonița","オヴィデュ・トニツァ","1980-08-06","Romania; Burlad",NA,NA,195,109,"Flanker"
"Q3376624","Peter Grant","ピーター グラント","1984-08-15","Durban",NA,NA,186,92,"Fly-Half"
"Q3376641","Peter Hewat","ピーター・ヒューワット","1978-03-17","Australia; New South Wales",NA,NA,191,100,"Fly-Half; Fullback"
"Q3376694","Peter Kimlin","ピーター・キムリン","1985-07-11","Australia",NA,NA,198,110,"Lock"
"Q3378783","Phil Greening","フィル・グリーニングPhil Greening","1975-10-03","England; Gloucestershire; Gloucester",NA,NA,183,108,"Hooker"
"Q3389323","Pita Alatini","ピタ アラティニ","1976-03-11","Nukuʻalofa",NA,NA,NA,NA,"Centre; Winger"
"Q3399819","Scott Williams","スコット・ウィリアムズ","1990-10-10","Wales; Carmarthen",NA,NA,183,97,"Centre"
"Q3401755","Toby Faletau","タウルペ・ファレタウ","1990-10-12","Tonga; Tofoa",NA,NA,187,111,"Flanker; Number 8"
"Q3403741","Rhys Priestland","リース・プリーストランド","1987-01-09","Wales; Carmarthen",NA,NA,188,92,"Fly-Half; Fullback"
"Q3425307","Rene Ranger","レネ・レンジャー","1986-09-30","New Zealand; Auckland",NA,NA,183,102,"Centre; Winger"
"Q3428323","Reuben Thorne","ルーベン・ソーン","1975-01-02","New Zealand; Christchurch",NA,NA,192,107,"Lock; Flanker"
"Q3431328","Richard Wigglesworth","リチャード・ウィグルスワース","1983-06-09","England; Blackpool",NA,NA,176,84,"Scrum-Half"
"Q3431456","Richie Vernon","リッチー・バーノン","1987-07-07","Dundee",NA,NA,198,105,"Centre; Flanker; Number 8"
"Q3434246","Rob Webber","ロブ・ウェバー","1986-08-01","York",NA,NA,183,118,"Hooker"
"Q3440777","Romain Taofifénua","ロマン・タオフィフェヌア","1990-09-14","France; Landes (department); Mont-de-Marsan",NA,NA,202,120,"Lock"
"Q3442046","Rory Kockott","ロリー・ココット","1986-06-25","South Africa; Eastern Cape; East London",NA,NA,180,92,"Scrum-Half"
"Q3446312","Royce Willis","ロイス・ウイリス","1975-08-28","New Zealand; Tauranga",NA,NA,197,120,"Lock"
"Q3453812","Ryan Kankowski","ライアン・カンコウスキー","1985-10-14","South Africa; Eastern Cape; Gqeberha",NA,NA,193,106,"Number 8"
"Q3453834","Ryan Nicholas","ニコラス ライアン","1979-05-23","Broken Hill",NA,NA,192,92,"Centre"
"Q3454073","Ryō Yamamura","山村 亮","1981-08-09","Saga Prefecture; Takeo; Saga",NA,NA,186,120,"Prop"
"Q3456142","Rémy Grosso","レミー・グロッソ","1988-12-04","France; Lyon",NA,NA,190,102,"Winger"
"Q3469388","Sakiusa Matadigo","サキウサ・マタンディンゴ","1982-08-08","Suva",NA,NA,190,109,"Lock; Flanker; Number 8"
"Q3470454","Sam Burgess","Sam Burgess","1988-12-14","England; West Yorkshire; Dewsbury",NA,NA,196,116," "
"Q3470458","Sam Cane","サム・ケイン","1992-01-13","New Zealand; Rotorua",NA,NA,189,108,"Flanker; Number 8"
"Q3470529","Sam Norton-Knight","サム・ノートンナイト","1983-12-02","Canberra",NA,NA,187,86,"Fly-Half; Fullback"
"Q3475287","Schalk Brits","スカルク・ブリッツ","1981-05-16","South Africa; KwaZulu-Natal",NA,NA,182,100,"Hooker"
"Q3476297","Scott Robertson","スコット・ロバートソン","1974-08-21","New Zealand; Tauranga",NA,NA,NA,NA,"Flanker; Number 8"
"Q3476309","Scott Spedding","スコット・スペディング","1986-05-04","South Africa; Gauteng",NA,NA,188,97,"Fullback"
"Q3476709","Sean Cronin","ショーン・クローニン","1986-05-06","Republic of Ireland; County Limerick; Limerick",NA,NA,178,103,"Hooker"
"Q3476744","Sean Maitland","ショーン・メイトラント","1988-09-14","New Zealand; Tokoroa",NA,NA,188,101,"Winger; Fullback"
"Q3477909","Seilala Mapusua","セイララ マプスア","1980-02-27","Samoa",NA,NA,180,106,"Winger"
"Q3478445","Semisi Naevo","セミシ・サウカワ","1976-05-03","Fiji; Nadi",NA,NA,197,115,"Flanker"
"Q3478532","Sene Ta'ala","セネ・タアラ","1973-10-20","New Zealand",NA,NA,193,120,"Flanker"
"Q3482545","Shota Horie","堀江 翔太","1986-01-21","Japan; Osaka Prefecture; Suita",NA,NA,180,105,"Hooker"
"Q3482885","Siale Piutau","シアレ・ピウタウ","1985-10-13","New Zealand; Auckland",NA,NA,185,97,"Centre"
