"clubId","clubLabel","clubTypeLabel","inceptionMax","inceptionFormat","terminationMax","terminationFormat","nickmaneLabels","affiliationLabels","countryLabels","competitionLabels","homeVenueLabels","homeVenueCapacities","locationLabels","AllRugbyIDs","GoogleKnowlIDs"
"Q11340570","Mazda Skyactivs Hiroshima","rugby union team","1963-01-01","1963-1-1",NA,NA,NA,NA,"Japan","Japan Rugby League One",NA,NA,NA,NA,NA
"Q1134198","Cornish Pirates","rugby union club","1945-01-01","1945-1-1",NA,NA,NA,NA,"United Kingdom",NA,"Mennaye Field",NA,"Penzance",NA,NA
"Q11345675","Unitika Phoenix","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,"122qgm35"
"Q1134659","Tonga national rugby union team","national rugby union team","1924-08-15","1924-8-15",NA,NA,"ʻIkale Tahi",NA,"Tonga",NA,"Teufaiva Sport Stadium","10000",NA,NA,NA
"Q1134669","Fiji national rugby union team","national rugby union team","1924-08-15","1924-8-15",NA,NA,"Flying Fijians",NA,"Fiji",NA,NA,NA,NA,NA,NA
"Q113472032","Q113472032","rugby union team",NA,NA,NA,NA,NA,NA,"France",NA,NA,NA,"Noumea",NA,NA
"Q113483327","Canberra Raiders","rugby union club",NA,NA,NA,NA,NA,NA,NA,NA,"Canberra Stadium",NA,NA,NA,NA
"Q113483334","Cronulla-Sutherland Sharks","rugby union club",NA,NA,NA,NA,NA,NA,NA,NA,"Endeavour Field",NA,NA,NA,NA
"Q113483344","North Queensland Cowboys","rugby union club",NA,NA,NA,NA,NA,NA,NA,NA,"Queensland Country Bank Stadium",NA,NA,NA,NA
"Q113507904","Khimik Rugby Club","rugby union club","2021-01-01","2021-1-1",NA,NA,NA,NA,"Russia",NA,NA,NA,NA,NA,NA
"Q11352904","Hitotsubashi University Rugby Football Club","rugby union team","1922-01-01","1922-1-1",NA,NA,NA,NA,"Japan","Q11655915",NA,NA,NA,NA,"121p6gjg"
"Q11357155","Mitsubishi Heavy Industries Nagasaki Rugby Football Club","rugby union team",NA,NA,NA,NA,NA,NA,"Japan","Q11321256",NA,NA,NA,NA,"120vbsss"
"Q113578817","Nerja Rugby Club","rugby union club",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q11359099","Sophia University Rugby Football Club","rugby union team","1954-01-01","1954-1-1",NA,NA,NA,NA,"Japan","Q11655915",NA,NA,NA,NA,"1214mgcq"
"Q11363453","Chugoku Red Regulions","rugby union team","1987-01-01","1987-1-1",NA,NA,NA,NA,"Japan","Japan Rugby League One",NA,NA,"Hiroshima Prefecture",NA,"120qdflk"
"Q11363663","Chuo University Rugby Football Club","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,"122jqlhr"
"Q11370170","Kyushu Kyoritsu University Rugby Football Club","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,"120qkmsc"
"Q11370211","Q11370211","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,"121_zq3q"
"Q11370361","Kyuden Voltex","rugby union club","1951-01-01","1951-1-1",NA,NA,NA,NA,"Japan","Japan Rugby League One",NA,NA,NA,NA,NA
"Q1137086","Counties Manukau Rugby Football Union","rugby union team","1955-01-01","1955-1-1",NA,NA,"Steelers",NA,"New Zealand",NA,"Navigation Homes Stadium","12000","Pukekohe",NA,NA
"Q11374905","Kyoto University Rugby Football Club","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,"1211q200"
"Q11375632","Kyoto Sangyo University Rugby Football Club","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,"121hfjj1"
"Q1138074","Coventry R.F.C.","rugby union team","1874-01-01","1874-1-1",NA,NA,NA,NA,"United Kingdom",NA,"Butts Park Arena",NA,"Coventry",NA,NA
"Q1138539","Samoa national rugby union team","national rugby union team","1924-08-18","1924-8-18",NA,NA,"Manu Samoa",NA,"Samoa",NA,"Apia Park","15000",NA,NA,NA
"Q11392448","Q11392448","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,"1232v3lm"
"Q113997254","Q113997254","rugby union team",NA,NA,"2016-06-30","2016-6-30",NA,NA,"France",NA,NA,NA,"Eaunes",NA,NA
"Q11402489","Hokkaido Barbarians","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,"122sm8r5"
"Q1140373","Munster Rugby","rugby union franchise","1879-01-01","1879-1-1",NA,NA,NA,NA,"Ireland","United Rugby Championship","Thomond Park",NA,"Limerick",NA,NA
"Q114037688","Q114037688","rugby union team","2006-01-01","2006-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Joué-lès-Tours; Saint-Pierre-des-Corps",NA,NA
"Q114065906","Magnoac Football Club","rugby union team","1908-01-01","1908-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Castelnau-Magnoac",NA,NA
"Q114066383","Q114066383","rugby union team",NA,NA,NA,NA,NA,NA,"France",NA,NA,NA,"Gradignan",NA,NA
"Q11414629","Doshisha University Rugby Football Club","rugby union team","1911-01-01","1911-1-1",NA,NA,NA,NA,"Japan","Kansai University Rugby Football League",NA,NA,NA,NA,"121dckt2"
"Q11436142","Daito Bunka University Rugby Football Club","rugby union team",NA,NA,NA,NA,NA,NA,"Japan","Q11655916",NA,NA,NA,NA,"12156cw1"
"Q1143805","United States national rugby union team","national rugby union team","1912-09-06","1912-9-6",NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA
"Q11440037","Osaka University of Health and Sport Sciences Rugby Football Club","rugby union team",NA,NA,NA,NA,NA,NA,"Japan","Kansai University Rugby Football League",NA,NA,NA,NA,"122tcpx1"
"Q11441551","Osaka Sangyo University Rugby Football Club","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,"1218lqx2"
"Q11448882","Gakushuin Rugby Football Society","rugby union team","1928-01-01","1928-1-1",NA,NA,NA,NA,"Japan","Q11655915",NA,NA,NA,NA,"120n3645"
"Q11458401","Q11458401","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,"122nc54x"
"Q114595992","Rugby Monza 1949","defunct rugby union club","2002-01-01","2002-1-1","2021-01-01","2021-1-1","le Ringhio","Italian Rugby Federation","Italy",NA,NA,NA,NA,NA,NA
"Q11480974","Teikyo University Rugby Football Club","rugby union team","1970-01-01","1970-1-1",NA,NA,NA,NA,"Japan","Q11655915",NA,NA,NA,NA,"120vn7nt"
"Q11490866","Q11490866","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,"122jdv7d"
"Q11495158","Keio University Rugby Football Club","rugby union team",NA,NA,NA,NA,NA,NA,"Japan","Q11655915",NA,NA,NA,NA,"122zvwhf"
"Q11495405","Seijo Rugby Club","rugby union team",NA,NA,NA,NA,NA,NA,"Japan","Q11655915",NA,NA,NA,NA,"1216ln2s"
"Q11495788","Seikei Rugby Football Club","rugby union team","1923-01-01","1923-1-1",NA,NA,NA,NA,"Japan","Q11655915",NA,NA,NA,NA,"122cnk2g"
"Q11497762","Takushoku University Rugby Football Club","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,"122d8cyp"
"Q1149835","Harlequin F.C.","rugby union club","1866-01-01","1866-1-1",NA,NA,"Quins","Rugby Football Union","United Kingdom","Premiership Rugby","Twickenham Stoop","14816",NA,"harlequins",NA
"Q11498533","Q11498533","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,"1228lx2s"
"Q1150127","Wasps RFC","rugby union club","1867-01-01","1867-1-1",NA,NA,NA,"Rugby Football Union","United Kingdom","Premiership Rugby","Ricoh Arena","32609","Coventry","wasps",NA
"Q11502420","Q11502420","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,"1203ncd_g"
"Q11507236","Nippon Sport Science University Rugby Football Club","rugby union team",NA,NA,NA,NA,NA,NA,"Japan","Q11655915",NA,NA,NA,NA,"120mc2sp"
"Q11507834","Nihon University Rugby Football Club","rugby union team","1928-01-01","1928-1-1",NA,NA,NA,NA,"Japan","Q11655916",NA,NA,NA,NA,"121qyqbk"
"Q11508204","Q11508204","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,"12151hnv"
"Q115094352","Q115094352","rugby union team",NA,NA,NA,NA,NA,NA,"France",NA,NA,NA,"Mauvezin",NA,NA
"Q11512317","Meiji University Rugby Football Club","rugby union team","1922-01-01","1922-1-1",NA,NA,NA,NA,"Japan","Q11655915",NA,NA,NA,NA,"122k64wv"
"Q11512339","Meiji Gakuin University Rugby Football Club","rugby union team","1928-01-01","1928-1-1",NA,NA,NA,NA,"Japan","Q11655915",NA,NA,NA,NA,"12307f8r"
"Q115161839","Park House Football Club","rugby union club","1883-01-01","1883-1-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q11524707","University of Tokyo Rugby Football Club","rugby union team","1921-01-01","1921-1-1",NA,NA,"トウダイ",NA,"Japan","Q11655915",NA,NA,NA,NA,"120zjs4c"
"Q115272372","Chicago Hounds","rugby union team","2022-01-01","2022-1-1",NA,NA,NA,NA,"United States of America","Major League Rugby","SeatGeek Stadium",NA,"Chicago",NA,NA
"Q11527836","Tokai University Rugby Football Club","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,"122qywpx"
"Q11546349","Musashi University Rugby Football Club","rugby union team","1958-01-01","1958-1-1",NA,NA,NA,NA,"Japan","Q11655915",NA,NA,NA,NA,"121q4cvq"
"Q11556775","Ryutsu Keizai University Rugby Football Club","rugby union team","1965-01-01","1965-1-1",NA,NA,NA,NA,"Japan","Q11655916",NA,NA,NA,NA,"121fqm2s"
"Q1156303","Blues","rugby union franchise","1996-01-01","1996-1-1",NA,NA,NA,NA,"New Zealand","Super Rugby","Eden Park",NA,"Auckland",NA,NA
"Q115754320","Green Gazelles","rugby union club",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q115754630","Pacific Tigers rugby","rugby union team","1961-01-01","1961-1-1",NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA
"Q11577686","Q11577686","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,"120_4m2d"
"Q115802958","Diables Barcelona","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q115857504","Q115857504","rugby union team","1967-01-01","1967-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Berre-l'Étang",NA,NA
"Q115863939","Dogos XV","rugby union team","2023-01-01","2023-1-1",NA,NA,NA,NA,"Argentina","Super Rugby Americas",NA,NA,"Córdoba",NA,NA
"Q11592198","Q11592198","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,"1238y47r"
"Q11592218","Q11592218","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,"1211jlr4"
"Q11595221","Akita Northern Bullets","rugby union team","1958-01-01","1958-1-1",NA,NA,NA,NA,"Japan","TOP EAST LEAGUE",NA,NA,"Akita",NA,"122t1mv_"
"Q11597797","Ritsumeikan University Rugby Team","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,"122gl7bd"
"Q11597985","Rikkyo University Rugby Football Club","rugby union team",NA,NA,NA,NA,NA,NA,"Japan","Q11655915",NA,NA,NA,NA,"121qmyyn"
"Q11598021","Rissho University Rugby Football Club","rugby union team","1963-01-01","1963-1-1",NA,NA,NA,NA,"Japan","Q11655916",NA,NA,NA,NA,"122hzt10"
"Q11602849","University of Tsukuba Rugby Football Club","rugby union team","1924-01-01","1924-1-1",NA,NA,NA,NA,"Japan","Q11655915",NA,NA,NA,NA,"122nzdl6"
"Q116057455","Taipei Yuan-kun","rugby union team",NA,NA,NA,NA,NA,NA,"中華民國","Q114563237",NA,NA,NA,NA,NA
"Q116057584","Hai Yang Ocean Feed","rugby union team",NA,NA,NA,NA,NA,NA,"中華民國","Q114563237",NA,NA,NA,NA,NA
"Q116057621","Oriact","rugby union team",NA,NA,NA,NA,NA,NA,"中華民國","Q114563237",NA,NA,NA,NA,NA
"Q116057629","Takeshi Omura Giants","rugby union team",NA,NA,NA,NA,NA,NA,"中華民國","Q114563237",NA,NA,NA,NA,NA
"Q116057636","Taiwan Sports Lei Xu Tyrannosaurus","rugby union team",NA,NA,NA,NA,NA,NA,"中華民國","Q114563237",NA,NA,NA,NA,NA
"Q116057643","Tainan Kaier","rugby union team",NA,NA,NA,NA,NA,NA,"中華民國","Q114563237",NA,NA,NA,NA,NA
"Q116057670","Taoyuan Gorilla","rugby union team",NA,NA,NA,NA,NA,NA,"中華民國","Q114563237",NA,NA,NA,NA,NA
"Q116232676","Tunisia women's national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Tunisia",NA,NA,NA,NA,NA,NA
"Q11627318","Q11627318","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,"120qkz1j"
"Q11638608","Q11638608","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,"1232jpbg"
"Q116451279","Rugby Club Uzès","rugby union club","1977-01-01","1977-1-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q116451572","Lei Raouba Vesso Rugby","rugby union club","2010-01-12","2010-1-12",NA,NA,NA,NA,"France",NA,NA,NA,"Aimargues",NA,NA
"Q11648111","Nippon Steel Kamaishi Seawaves","rugby union team","2001-01-01","2001-1-1",NA,NA,NA,NA,"Japan","Japan Rugby League One","Kamaishi Recovery Memorial Stadium",NA,"Kamaishi",NA,NA
"Q11655946","Kanto Gakuin University Rugby Football Club","rugby union team","1960-01-01","1960-1-1",NA,NA,NA,NA,"Japan","Q11655916",NA,NA,NA,NA,"122_9jc0"
"Q11656295","Q11656295","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,"1227pxnb"
"Q11656325","Q11656325","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,"122hzt3s"
"Q11661256","Aoyama Gakuin University Rugby Football Club","rugby union team","1923-01-01","1923-1-1",NA,NA,NA,NA,"Japan","Q11655915",NA,NA,NA,NA,"121k841_"
"Q11676518","Q11676518","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,"121wympc"
"Q11679378","Q11679378","rugby union team",NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,NA,"120v5m79"
"Q116860340","Harvard women's rugby","rugby union team","1982-01-01","1982-1-1",NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA
"Q1170708","Pumas","rugby union team","1969-01-01","1969-1-1",NA,NA,NA,"South African Rugby Union","South Africa","Currie Cup","Mbombela Stadium","40929",NA,NA,NA
"Q1170716","Griquas","rugby union team","1886-01-01","1886-1-1",NA,NA,"Peacock Blues; Poubloues","South African Rugby Union","South Africa","Currie Cup","Hoffe Park Stadium","11000","Kimberley",NA,NA
"Q1170721","Boland Cavaliers","rugby union team","1939-01-01","1939-1-1",NA,NA,"Wynboere","South African Rugby Union","South Africa","Currie Cup","Boland Stadium","3500","Wellington",NA,NA
"Q1170726","Falcons","rugby union team","1947-01-01","1947-1-1",NA,NA,"Skarlakenrooies","South African Rugby Union","South Africa","Currie Cup","Barnard Stadium","7000","Kempton Park",NA,NA
"Q117196113","Kosovo national rugby union team","national rugby union team","2023-04-01","2023-4-1",NA,NA,"Dardanët",NA,"Kosovo",NA,NA,NA,NA,NA,NA
"Q117286464","Blue Mountains Rugby Club","rugby union club",NA,NA,NA,NA,NA,NA,"Australia",NA,NA,NA,NA,NA,NA
"Q11753568","RC Lechia Gdańsk","rugby union team","1956-05-01","1956-5-1",NA,NA,NA,"Polski Związek Rugby","Poland","Rugby Ekstraliga","MOSiR Stadium",NA,NA,NA,"122fpxlp"
"Q117728444","St. Xavier Bombers rugby","rugby union team",NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA
"Q11775251","JIMI RC Vyškov","rugby union team","1952-01-01","1952-1-1",NA,NA,NA,NA,"Czech Republic",NA,NA,NA,NA,NA,NA
"Q11775372","Q11775372","rugby union team","1904-01-01","1904-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Peyrehorade",NA,"12b02jfmf"
"Q11796690","MKS Ogniwo Sopot","rugby union team","1966-06-23","1966-6-23",NA,NA,NA,NA,"Poland",NA,NA,NA,NA,NA,"122gwrr3"
"Q118128575","Tel Aviv Ibex RFC","rugby union team",NA,NA,NA,NA,NA,"ASA Tel Aviv Rugby Club","Israel",NA,NA,NA,NA,NA,NA
"Q118142955","Poland national under-20 rugby union team","rugby union team",NA,NA,NA,NA,"Biało-czerwoni",NA,"Poland",NA,NA,NA,NA,NA,NA
"Q11821060","Pogoń Siedlce","rugby union team","1944-01-01","1944-1-1",NA,NA,NA,NA,"Poland",NA,NA,NA,NA,NA,"113qbdr7j"
"Q118498","Racing 92","rugby union club","1890-01-01","1890-1-1",NA,NA,NA,NA,"France","Top 14","Paris La Défense Arena; Yves du Manoir Stadium",NA,"Le Plessis-Robinson",NA,NA
"Q118695714","Sanguinet Athletic Club","rugby union club","1942-01-01","1942-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Sanguinet",NA,NA
"Q118874892","CSM Constanța","rugby union team","2021-01-01","2021-1-1",NA,NA,NA,NA,"Romania",NA,NA,NA,NA,NA,NA
"Q118951102","Union sportive Montréjeau Gourdan-Polignan XV","rugby union club","1921-04-01","1921-4-1",NA,NA,NA,NA,"France",NA,NA,NA,"Montréjeau",NA,NA
"Q1193020","London Irish RFC","rugby union club","1898-01-01","1898-1-1",NA,NA,"The Exiles",NA,"United Kingdom","Premiership Rugby","Madejski Stadium; Brentford Community Stadium",NA,NA,"london-irish",NA
"Q119407109","Association amicale et sportive de Sarcelles","rugby union club",NA,NA,NA,NA,NA,NA,"France",NA,NA,NA,"Sarcelles",NA,NA
"Q119407111","Beauvais Rugby Club","rugby union club",NA,NA,NA,NA,NA,NA,"France",NA,NA,NA,"Beauvais",NA,NA
"Q119407112","Bourges XV","rugby union club",NA,NA,NA,NA,NA,NA,"France",NA,NA,NA,"Bourges",NA,NA
"Q119407113","Club Sportif Nuiton","rugby union club",NA,NA,NA,NA,NA,NA,"France",NA,NA,NA,"Nuits-Saint-Georges",NA,NA
"Q119407115","Rugby Club de Sérignan","rugby union club",NA,NA,NA,NA,NA,NA,"France",NA,NA,NA,"Sérignan",NA,NA
"Q119407116","Rugby Olympique Castelnaudary","rugby union club",NA,NA,NA,NA,NA,NA,"France",NA,NA,NA,"Castelnaudary",NA,NA
"Q119407121","Union Sportive de Meyzieu Rugby","rugby union club",NA,NA,NA,NA,NA,NA,"France",NA,NA,NA,"Meyzieu",NA,NA
"Q119407242","Union Barbezieux Jonzac","rugby union club","2013-06-06","2013-6-6",NA,NA,NA,NA,"France",NA,NA,NA,"Barbezieux-Saint-Hilaire",NA,NA
"Q119407871","Aviron Gruissanais Rugby","rugby union club",NA,NA,NA,NA,NA,NA,"France",NA,NA,NA,"Gruissan",NA,NA
"Q119410865","Barbezieux Sud-Charente Rugby","rugby union club","1998-06-08","1998-6-8",NA,NA,NA,NA,"France",NA,NA,NA,"Barbezieux-Saint-Hilaire",NA,NA
"Q119410867","Rugby Club Jonzacais Haute Saintonge","rugby union club","1909-01-31","1909-1-31",NA,NA,NA,NA,"France",NA,NA,NA,"Jonzac",NA,NA
"Q119413542","Toulouse Olympique Aérospatiale Club","rugby union club",NA,NA,NA,NA,NA,NA,"France",NA,NA,NA,"Toulouse",NA,NA
"Q119414127","Football Club de Toulouse","rugby union club","1945-09-05","1945-9-5","2000-06-26","2000-6-26",NA,NA,"France",NA,NA,NA,"Toulouse",NA,NA
"Q119415425","Stade Olympique Ugine Albertville Rugby","rugby union club","1985-01-01","1985-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Albertville",NA,NA
"Q119418542","Club Athlétique Pontissalien Rugby","rugby union club","1927-01-01","1927-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Pontarlier",NA,NA
"Q119418730","Viry-Châtillon Rugby Club","rugby union club","1988-07-21","1988-7-21",NA,NA,NA,NA,"France",NA,NA,NA,"Viry-Châtillon",NA,NA
"Q119423249","Union Sportive Perpignanaise","rugby union club","1919-05-07","1919-5-7","1933-05-04","1933-5-4",NA,NA,"France",NA,NA,NA,"Perpignan",NA,NA
"Q119423381","Association Sportive Perpignanaise","rugby union club","1902-01-01","1902-1-1","1919-05-06","1919-5-6",NA,NA,"France",NA,NA,NA,"Perpignan",NA,NA
"Q119423480","Stade Olympique Perpignan","rugby union club",NA,NA,"1919-05-06","1919-5-6",NA,NA,"France",NA,NA,NA,"Perpignan",NA,NA
"Q119423683","Arlequins Club Perpignanais","rugby union club","1919-12-08","1919-12-8","1933-05-04","1933-5-4",NA,NA,"France",NA,NA,NA,"Perpignan",NA,NA
"Q119849076","Rugby Club Haute Bresse","rugby union club","1980-01-01","1980-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Town hall of Pont-de-Vaux",NA,NA
"Q11986910","Luctonians","rugby union team","1948-01-01","1948-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q119999690","Miami Sharks","rugby union team","2023-01-01","2023-1-1",NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA
"Q1201283","Northampton Saints","rugby union club","1880-01-01","1880-1-1",NA,NA,"The Saints","Rugby Football Union","United Kingdom","Premiership Rugby","Franklin's Gardens","13951",NA,"northampton",NA
"Q120146040","Q120146040","rugby union team","1912-11-15","1912-11-15",NA,NA,NA,NA,"France",NA,NA,NA,NA,NA,NA
"Q120491524","Q120491524","rugby union team","1964-01-01","1964-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Saint-Raphaël",NA,NA
"Q120497959","Bangladesh national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"Bangladesh",NA,NA,NA,NA,NA,NA
"Q120831833","Q120831833","rugby union team",NA,NA,NA,NA,NA,NA,"France",NA,NA,NA,"Draguignan",NA,NA
"Q1210077","Highlanders","rugby union club","1996-01-01","1996-1-1",NA,NA,NA,NA,"New Zealand",NA,"Forsyth Barr Stadium",NA,"Dunedin",NA,NA
"Q1210146","Lions","rugby union club","1996-01-01","1996-1-1",NA,NA,NA,NA,"South Africa",NA,"Ellis Park Stadium",NA,"Johannesburg",NA,NA
"Q121027467","Ealing Trailfinders Women","rugby union team","2023-01-01","2023-1-1",NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q121190772","Anzac XV","rugby union team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q121464566","Q121464566","rugby union team","1923-01-01","1923-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Clermont-Ferrand",NA,NA
"Q121662812","Glasgow Raptors","rugby union team",NA,NA,NA,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,NA,NA
"Q121891286","Q121891286","rugby union team",NA,NA,NA,NA,NA,NA,"France",NA,NA,NA,"Bedous",NA,NA
"Q122190998","Q122190998","rugby union team","1995-01-01","1995-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Limoges",NA,NA
"Q1225303","UA Gaillac","rugby union team","1901-01-01","1901-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Gaillac",NA,NA
"Q12254878","Baztan Rugby Team","rugby union team",NA,NA,NA,NA,NA,NA,"Spain",NA,NA,NA,NA,NA,NA
"Q12257447","Basque Country national rugby union team","national rugby union team",NA,NA,NA,NA,NA,NA,"France",NA,NA,NA,NA,NA,"11c5qng5ns"
"Q122765722","Old Boys & Old Girls Club","rugby union team",NA,NA,NA,NA,NA,NA,"Uruguay",NA,NA,NA,NA,NA,NA
"Q122781600","Q122781600","rugby union team","1911-01-01","1911-1-1","2011-06-30","2011-6-30",NA,NA,"France",NA,NA,NA,"Capbreton",NA,NA
"Q122781635","Q122781635","rugby union team","1936-01-01","1936-1-1","2011-06-30","2011-6-30",NA,NA,"France",NA,NA,NA,"Soorts-Hossegor",NA,NA
"Q122781679","Q122781679","rugby union team","2011-07-01","2011-7-1",NA,NA,NA,NA,"France",NA,NA,NA,NA,NA,NA
"Q123027206","Clogher Valley RFC","rugby union club","1990-01-01","1990-1-1",NA,NA,NA,NA,"Northern Ireland",NA,NA,NA,NA,NA,NA
"Q12317453","Q12317453","rugby union team",NA,NA,NA,NA,NA,NA,"Denmark",NA,NA,NA,"Hundested",NA,NA
"Q123353671","Q123353671","rugby union team","1960-01-01","1960-1-1",NA,NA,NA,NA,"France",NA,NA,NA,"Villeneuve-de-Marsan",NA,NA
"Q123397514","Q123397514","rugby union team",NA,NA,NA,NA,NA,NA,"France",NA,NA,NA,"Cambo-les-Bains",NA,NA
"Q123521589","Ningbo Rhinos Rugby Football Club","rugby union team",NA,NA,NA,NA,NA,NA,"People's Republic of China",NA,NA,NA,NA,NA,NA
"Q12384799","Q12384799","rugby union team","1989-01-01","1989-1-1",NA,NA,NA,NA,"Spain",NA,NA,NA,"As Pontes de García Rodríguez",NA,NA
"Q12384806","Unión Aljarafe Sevilla","rugby union team",NA,NA,NA,NA,NA,NA,"Spain",NA,NA,NA,"Seville",NA,NA
"Q12386264","Q12386264","rugby union team","2008-01-01","2008-1-1",NA,NA,NA,NA,"Spain",NA,NA,NA,"Ferrol",NA,"11clt75hr2"
"Q12386265","Q12386265","rugby union team",NA,NA,NA,NA,NA,NA,"Spain",NA,NA,NA,"Lalín",NA,NA
"Q123865408","Q123865408","rugby union team",NA,NA,NA,NA,NA,NA,"中華民國","Q114563237",NA,NA,NA,NA,NA
"Q12390683","Q12390683","rugby union team","1988-01-01","1988-1-1",NA,NA,NA,NA,"Spain",NA,NA,NA,"Vilagarcía de Arousa",NA,NA
"Q12392916","Q12392916","rugby union team","1988-01-01","1988-1-1",NA,NA,NA,NA,"Spain",NA,"Monte Porreiro Municipal Sports Field",NA,"Pontevedra",NA,NA
"Q12393729","Q12393729","rugby union team","1986-01-01","1986-1-1",NA,NA,NA,NA,"Spain",NA,NA,NA,"Lugo",NA,NA
"Q12393891","Nenagh Ormond","rugby union team","1884-01-01","1884-1-1",NA,NA,NA,NA,"Ireland",NA,NA,NA,NA,NA,NA
